IDVD@Vg=8V Exp. Data
21 2 2
drain bias
drain current 
6.7141e-01  3.0258e-07
8.6625e-01  3.7569e-07
1.0826      4.3845e-07
1.5802      5.7450e-07
1.7319      6.4751e-07
2.1209      6.8987e-07
2.4451      7.3208e-07
2.5748      7.4274e-07
2.8342      7.8482e-07
3.1585      8.2704e-07
3.7633      8.3868e-07
4.2818      8.7091e-07
4.8002      8.7199e-07
5.5347      8.9429e-07
6.2260      9.2688e-07
6.9171      9.1793e-07
7.7377      8.8848e-07
8.2776      8.8960e-07
8.8393      9.0115e-07
9.4224      9.0236e-07
9.6817      9.1329e-07
