drain current vs gate bias
32 2 2
gate bias
drain current
0 6.81673e-44
0.5 4.32271e-45
1 7.17448e-46
1.5 -1.0151e-42
1.75 1.50319e-24
2 5.03557e-21
2.5 3.65855e-16
3 1.66773e-13
3.5 3.87271e-12
4 6.65731e-11
4.5 2.59903e-10
5 1.02303e-09
5.5 3.12342e-09
6 5.84143e-09
6.5 8.97163e-09
7 1.26332e-08
7.5 1.6902e-08
8 2.17628e-08
8.5 2.7191e-08
9 3.31759e-08
9.5 3.969e-08
10 4.66809e-08
10.5 5.40799e-08
11 6.18099e-08
11.5 6.97915e-08
12 7.7951e-08
12.5 8.62295e-08
13 9.45857e-08
13.5 1.02993e-07
14 1.11436e-07
14.5 1.19903e-07
15 1.28389e-07
