IDVG@Vd=10.1V Exp. Data
30 2 2
gate bias
drain current 
4.1132e-01  5.5855e-12
9.2543e-01  4.9444e-12
1.5036      4.9444e-12
1.9854      4.9444e-12
2.4993      4.9444e-12
2.9487      5.9365e-12
3.4305      7.9365e-12
3.9099      5.7245e-11
4.3559      2.9353e-10
4.8995      1.4318e-09
5.3791      5.8171e-09
5.9234      1.8520e-08
6.4042      3.4068e-08
6.9490      7.5244e-08
7.3338      1.1528e-07
7.9433      1.9953e-07
8.4244      3.0570e-07
9.0018      4.9780e-07
9.3870      5.9768e-07
9.9965      9.7327e-07
1.0446e+01  1.2420e-06
1.0799e+01  1.2420e-06
1.1441e+01  1.6845e-06
1.1922e+01  2.1496e-06
1.2468e+01  2.5809e-06
1.2950e+01  2.9155e-06
1.3367e+01  3.0987e-06
1.3945e+01  3.7204e-06
1.4395e+01  4.2027e-06
1.4716e+01  5.0459e-06
