IDVD@Vg=12V Exp. Data
25 2 2
drain bias
drain current 
2.1752e-01  2.4971e-07
5.6445e-01  4.6853e-07
8.0293e-01  6.1443e-07
1.1929      8.0218e-07
1.5395      9.6907e-07
1.8210      1.0943e-06
2.1672      1.1989e-06
2.3838      1.2928e-06
2.7085      1.4077e-06
2.9466      1.4913e-06
3.3359      1.5856e-06
3.5522      1.6379e-06
3.8553      1.7528e-06
4.1579      1.7950e-06
4.4822      1.8476e-06
4.8929      1.9004e-06
5.3902      1.9741e-06
5.8222      1.9854e-06
6.3839      2.0177e-06
6.9672      2.0293e-06
7.6367      2.0307e-06
8.4146      2.0842e-06
9.0625      2.0856e-06
9.5809      2.0867e-06
9.9266      2.0978e-06
