drain current vs gate bias
149 2 2
gate bias
drain current
20 2.04001e-06
19.75 2.02144e-06
19.5 2.00287e-06
19.25 1.98432e-06
19 1.96577e-06
18.75 1.94724e-06
18.5 1.92871e-06
18.25 1.9102e-06
18 1.8917e-06
17.75 1.87321e-06
17.5 1.85474e-06
17.25 1.83627e-06
17 1.81782e-06
16.75 1.79939e-06
16.5 1.78097e-06
16.25 1.76256e-06
16 1.74417e-06
15.75 1.7258e-06
15.5 1.70744e-06
15.25 1.68911e-06
15 1.67079e-06
14.75 1.65249e-06
14.5 1.63422e-06
14.25 1.61596e-06
14 1.59773e-06
13.75 1.57952e-06
13.5 1.56134e-06
13.25 1.54318e-06
13 1.52505e-06
12.75 1.50695e-06
12.5 1.48888e-06
12.25 1.47083e-06
12 1.45283e-06
11.75 1.43485e-06
11.5 1.41691e-06
11.25 1.39901e-06
11 1.38115e-06
10.75 1.36332e-06
10.5 1.34554e-06
10.25 1.3278e-06
10 1.31011e-06
9.75 1.29247e-06
9.5 1.27487e-06
9.25 1.25733e-06
9 1.23984e-06
8.75 1.22241e-06
8.5 1.20503e-06
8.25 1.18772e-06
8 1.17046e-06
7.75 1.15327e-06
7.5 1.13615e-06
7.25 1.1191e-06
7 1.10211e-06
6.75 1.0852e-06
6.5 1.06837e-06
6.25 1.05161e-06
6 1.03494e-06
5.75 1.01835e-06
5.5 1.00184e-06
5.25 9.85415e-07
5 9.69081e-07
4.75 9.52838e-07
4.5 9.36687e-07
4.25 9.2063e-07
4 9.04668e-07
3.75 8.88802e-07
3.5 8.73034e-07
3.25 8.57363e-07
3 8.41791e-07
2.75 8.26317e-07
2.5 8.10942e-07
2.25 7.95664e-07
2 7.80484e-07
1.75 7.65401e-07
1.5 7.50413e-07
1.25 7.35519e-07
1 7.20718e-07
0.75 7.06007e-07
0.5 6.91384e-07
0.25 6.76846e-07
4.64429e-15 6.6239e-07
-0.25 6.48011e-07
-0.5 6.33706e-07
-0.75 6.19471e-07
-1 6.05302e-07
-1.25 5.91195e-07
-1.5 5.77146e-07
-1.75 5.63152e-07
-2 5.4921e-07
-2.25 5.35318e-07
-2.5 5.21473e-07
-2.75 5.07673e-07
-3 4.93918e-07
-3.25 4.80205e-07
-3.5 4.66535e-07
-3.75 4.52906e-07
-4 4.39317e-07
-4.25 4.2577e-07
-4.5 4.12262e-07
-4.75 3.98794e-07
-5 3.85366e-07
-5.25 3.71978e-07
-5.5 3.58631e-07
-5.75 3.45324e-07
-6 3.3206e-07
-6.25 3.18836e-07
-6.5 3.05655e-07
-6.75 2.92519e-07
-7 2.79429e-07
-7.25 2.66386e-07
-7.5 2.53391e-07
-7.75 2.40446e-07
-8 2.27554e-07
-8.25 2.1472e-07
-8.5 2.01945e-07
-8.75 1.89235e-07
-9 1.76595e-07
-9.25 1.6403e-07
-9.5 1.51548e-07
-9.75 1.39159e-07
-10 1.26873e-07
-10.25 1.14706e-07
-10.5 1.02677e-07
-10.75 9.08094e-08
-11 7.91376e-08
-11.25 6.7706e-08
-11.5 5.65772e-08
-11.75 4.58394e-08
-12 3.56174e-08
-12.25 2.60876e-08
-12.5 1.74956e-08
-12.75 1.0177e-08
-13 4.58422e-09
-13.25 1.25959e-09
-13.5 1.6716e-10
-13.75 1.26935e-11
-14 6.7782e-13
-14.25 2.6434e-14
-14.5 7.14309e-16
-14.75 2.54808e-17
-15 5.88233e-17
-15.25 -3.90821e-17
-15.5 3.01237e-17
-15.75 1.16461e-16
-16 -3.58337e-17
-16.25 -4.80675e-17
-16.5 6.50187e-18
-16.75 -4.92777e-17
-17 -1.4249e-17
