drain current vs gate bias
89 2 2
gate bias
drain current
20 6.63408e-07
19.75 6.49355e-07
19.5 6.35318e-07
19.25 6.21295e-07
19 6.07289e-07
18.75 5.933e-07
18.5 5.79328e-07
18.25 5.65375e-07
18 5.51442e-07
17.75 5.3753e-07
17.5 5.23639e-07
17.25 5.09772e-07
17 4.95929e-07
16.75 4.82111e-07
16.5 4.68321e-07
16.25 4.54559e-07
16 4.40827e-07
15.75 4.27127e-07
15.5 4.13461e-07
15.25 3.9983e-07
15 3.86238e-07
14.75 3.72685e-07
14.5 3.59175e-07
14.25 3.45711e-07
14 3.32294e-07
13.75 3.18928e-07
13.5 3.05617e-07
13.25 2.92364e-07
13 2.79172e-07
12.75 2.66046e-07
12.5 2.52991e-07
12.25 2.4001e-07
12 2.27111e-07
11.75 2.14298e-07
11.5 2.01578e-07
11.25 1.88958e-07
11 1.76446e-07
10.75 1.64052e-07
10.5 1.51785e-07
10.25 1.39657e-07
10 1.27682e-07
9.75 1.15874e-07
9.5 1.04253e-07
9.25 9.28395e-08
9 8.16606e-08
8.75 7.07489e-08
8.5 6.01456e-08
8.25 4.99042e-08
8 4.00967e-08
7.75 3.08232e-08
7.5 2.22289e-08
7.25 1.45328e-08
7 8.07476e-09
6.75 3.35959e-09
6.5 8.57629e-10
6.25 1.25434e-10
6 1.26906e-11
5.75 1.01233e-12
5.5 6.4735e-14
5.25 3.25556e-15
5 9.54439e-17
4.75 3.81596e-17
4.5 -6.18093e-17
4.25 -4.87166e-18
4 -1.95489e-17
3.75 -6.50508e-18
3.5 1.30185e-17
3.25 7.32938e-18
3 -1.22204e-17
2.75 -8.94488e-18
2.5 6.51108e-18
2.25 2.03723e-17
2 -4.72295e-17
1.75 -4.39786e-17
1.5 3.17835e-17
1.25 -2.46241e-18
1 6.10619e-17
0.75 -1.87024e-17
0.5 4.07855e-18
0.25 -2.11877e-17
4.64429e-15 4.39434e-17
-0.25 -3.09282e-17
-0.5 -5.21113e-17
-0.75 1.3831e-17
-1 9.2021e-17
-1.25 -1.46495e-17
-1.5 -4.23437e-17
-1.75 2.68828e-17
-2 8.07023e-19
