drain current vs gate bias
101 2 2
gate bias
drain current
20 8.64686e-07
19.75 8.49254e-07
19.5 8.33836e-07
19.25 8.18431e-07
19 8.0304e-07
18.75 7.87664e-07
18.5 7.72304e-07
18.25 7.56961e-07
18 7.41635e-07
17.75 7.26327e-07
17.5 7.11039e-07
17.25 6.9577e-07
17 6.80523e-07
16.75 6.65297e-07
16.5 6.50095e-07
16.25 6.34917e-07
16 6.19765e-07
15.75 6.0464e-07
15.5 5.89543e-07
15.25 5.74477e-07
15 5.59442e-07
14.75 5.4444e-07
14.5 5.29474e-07
14.25 5.14544e-07
14 4.99654e-07
13.75 4.84805e-07
13.5 4.69999e-07
13.25 4.55239e-07
13 4.40528e-07
12.75 4.25868e-07
12.5 4.11263e-07
12.25 3.96715e-07
12 3.82227e-07
11.75 3.67804e-07
11.5 3.53449e-07
11.25 3.39165e-07
11 3.24958e-07
10.75 3.10832e-07
10.5 2.96791e-07
10.25 2.82841e-07
10 2.68988e-07
9.75 2.55238e-07
9.5 2.41598e-07
9.25 2.28074e-07
9 2.14674e-07
8.75 2.01408e-07
8.5 1.88285e-07
8.25 1.75315e-07
8 1.62511e-07
7.75 1.49884e-07
7.5 1.37451e-07
7.25 1.25227e-07
7 1.13232e-07
6.75 1.01489e-07
6.5 9.00232e-08
6.25 7.88668e-08
6 6.80583e-08
5.75 5.76447e-08
5.5 4.76841e-08
5.25 3.82488e-08
5 2.94303e-08
4.75 2.13495e-08
4.5 1.41731e-08
4.25 8.14559e-09
4 3.64228e-09
3.75 1.07376e-09
3.5 1.92016e-10
3.25 2.37008e-11
3 2.28865e-12
2.75 1.77546e-13
2.5 1.08612e-14
2.25 5.14471e-16
2 7.77481e-18
1.75 -4.46327e-18
1.5 6.35569e-17
1.25 -5.29404e-17
1 3.82556e-17
0.75 -4.39877e-17
0.5 1.71061e-17
0.25 -9.69145e-17
4.64429e-15 -7.40884e-17
-0.25 -4.87608e-18
-0.5 7.32735e-17
-0.75 8.94475e-18
-1 -3.90706e-17
-1.25 1.30442e-17
-1.5 3.50027e-17
-1.75 -4.87892e-18
-2 -3.17722e-17
-2.25 2.27883e-17
-2.5 6.52062e-18
-2.75 3.2569e-17
-3 5.7833e-17
-3.25 3.17563e-17
-3.5 -1.46502e-17
-3.75 -7.40944e-17
-4 -6.50917e-18
-4.25 3.9919e-17
-4.5 1.3871e-17
-4.75 -3.17743e-17
-5 -3.74442e-17
