drain current vs gate bias
149 2 2
gate bias
drain current
20 2.04953e-06
19.75 2.03095e-06
19.5 2.01238e-06
19.25 1.99383e-06
19 1.97528e-06
18.75 1.95674e-06
18.5 1.93821e-06
18.25 1.91969e-06
18 1.90118e-06
17.75 1.88269e-06
17.5 1.86421e-06
17.25 1.84574e-06
17 1.82728e-06
16.75 1.80884e-06
16.5 1.79041e-06
16.25 1.772e-06
16 1.7536e-06
15.75 1.73522e-06
15.5 1.71686e-06
15.25 1.69852e-06
15 1.68019e-06
14.75 1.66188e-06
14.5 1.6436e-06
14.25 1.62533e-06
14 1.60709e-06
13.75 1.58887e-06
13.5 1.57068e-06
13.25 1.55251e-06
13 1.53437e-06
12.75 1.51626e-06
12.5 1.49817e-06
12.25 1.48012e-06
12 1.46209e-06
11.75 1.44411e-06
11.5 1.42615e-06
11.25 1.40823e-06
11 1.39035e-06
10.75 1.37251e-06
10.5 1.35471e-06
10.25 1.33696e-06
10 1.31925e-06
9.75 1.30158e-06
9.5 1.28397e-06
9.25 1.2664e-06
9 1.24889e-06
8.75 1.23143e-06
8.5 1.21403e-06
8.25 1.19669e-06
8 1.17941e-06
7.75 1.1622e-06
7.5 1.14505e-06
7.25 1.12796e-06
7 1.11095e-06
6.75 1.09401e-06
6.5 1.07715e-06
6.25 1.06036e-06
6 1.04365e-06
5.75 1.02702e-06
5.5 1.01048e-06
5.25 9.9402e-07
5 9.77649e-07
4.75 9.61369e-07
4.5 9.4518e-07
4.25 9.29084e-07
4 9.13082e-07
3.75 8.97177e-07
3.5 8.81369e-07
3.25 8.65658e-07
3 8.50045e-07
2.75 8.34531e-07
2.5 8.19116e-07
2.25 8.03798e-07
2 7.88578e-07
1.75 7.73455e-07
1.5 7.58428e-07
1.25 7.43496e-07
1 7.28657e-07
0.75 7.1391e-07
0.5 6.99251e-07
0.25 6.84679e-07
4.64429e-15 6.70189e-07
-0.25 6.55779e-07
-0.5 6.41444e-07
-0.75 6.27181e-07
-1 6.12985e-07
-1.25 5.98853e-07
-1.5 5.8478e-07
-1.75 5.70764e-07
-2 5.568e-07
-2.25 5.42887e-07
-2.5 5.29022e-07
-2.75 5.15203e-07
-3 5.01429e-07
-3.25 4.87698e-07
-3.5 4.7401e-07
-3.75 4.60363e-07
-4 4.46756e-07
-4.25 4.33191e-07
-4.5 4.19665e-07
-4.75 4.06179e-07
-5 3.92733e-07
-5.25 3.79326e-07
-5.5 3.6596e-07
-5.75 3.52634e-07
-6 3.3935e-07
-6.25 3.26106e-07
-6.5 3.12905e-07
-6.75 2.99746e-07
-7 2.86633e-07
-7.25 2.73566e-07
-7.5 2.60547e-07
-7.75 2.47575e-07
-8 2.34656e-07
-8.25 2.21791e-07
-8.5 2.08984e-07
-8.75 1.96239e-07
-9 1.83561e-07
-9.25 1.70955e-07
-9.5 1.58428e-07
-9.75 1.45987e-07
-10 1.33643e-07
-10.25 1.21409e-07
-10.5 1.09302e-07
-10.75 9.73421e-08
-11 8.55581e-08
-11.25 7.39874e-08
-11.5 6.26818e-08
-11.75 5.17141e-08
-12 4.1187e-08
-12.25 3.12459e-08
-12.5 2.20957e-08
-12.75 1.40199e-08
-13 7.40559e-09
-13.25 2.76686e-09
-13.5 5.49517e-10
-13.75 5.42935e-11
-14 3.45919e-12
-14.25 1.59306e-13
-14.5 5.21428e-15
-14.75 1.36835e-16
-15 1.83142e-17
-15.25 1.30723e-17
-15.5 5.04734e-17
-15.75 5.94241e-17
-16 3.25755e-17
-16.25 -5.45733e-17
-16.5 -7.0028e-17
-16.75 2.76782e-17
-17 5.53691e-17
