drain current vs gate bias
89 2 2
gate bias
drain current
20 6.91932e-07
19.75 6.77855e-07
19.5 6.63791e-07
19.25 6.49741e-07
19 6.35706e-07
18.75 6.21686e-07
18.5 6.07683e-07
18.25 5.93697e-07
18 5.79729e-07
17.75 5.65779e-07
17.5 5.5185e-07
17.25 5.37942e-07
17 5.24055e-07
16.75 5.10192e-07
16.5 4.96353e-07
16.25 4.8254e-07
16 4.68755e-07
15.75 4.54998e-07
15.5 4.41271e-07
15.25 4.27577e-07
15 4.13917e-07
14.75 4.00293e-07
14.5 3.86706e-07
14.25 3.73161e-07
14 3.59658e-07
13.75 3.46201e-07
13.5 3.32793e-07
13.25 3.19435e-07
13 3.06133e-07
12.75 2.92889e-07
12.5 2.79707e-07
12.25 2.66591e-07
12 2.53546e-07
11.75 2.40577e-07
11.5 2.27689e-07
11.25 2.14888e-07
11 2.0218e-07
10.75 1.89573e-07
10.5 1.77075e-07
10.25 1.64695e-07
10 1.52443e-07
9.75 1.4033e-07
9.5 1.28369e-07
9.25 1.16577e-07
9 1.04972e-07
8.75 9.35736e-08
8.5 8.24096e-08
8.25 7.15118e-08
8 6.09205e-08
7.75 5.0688e-08
7.5 4.08843e-08
7.25 3.16056e-08
7 2.29906e-08
6.75 1.52462e-08
6.5 8.6891e-09
6.25 3.79222e-09
6 1.04624e-09
5.75 1.64944e-10
5.5 1.75646e-11
5.25 1.46339e-12
5 9.79481e-14
4.75 5.10348e-15
4.5 2.00321e-16
4.25 4.40241e-17
4 -4.95726e-17
3.75 2.69113e-17
3.5 2.19708e-17
3.25 -2.93004e-17
3 -8.13188e-18
2.75 -9.78592e-18
2.5 9.44358e-17
2.25 5.04734e-17
2 1.46515e-17
1.75 -4.39834e-17
1.5 2.11725e-17
1.25 4.88545e-17
1 1.54426e-17
0.75 4.64058e-17
0.5 7.00149e-17
0.25 -2.11847e-17
4.64429e-15 8.87411e-17
-0.25 -1.14203e-17
-0.5 -2.19849e-17
-0.75 1.05999e-17
-1 -4.06883e-18
-1.25 -1.87308e-17
-1.5 9.77917e-18
-1.75 -1.46425e-17
-2 2.60691e-17
