drain current vs gate bias
89 2 2
gate bias
drain current
20 7.11546e-07
19.75 6.97453e-07
19.5 6.83374e-07
19.25 6.69307e-07
19 6.55255e-07
18.75 6.41217e-07
18.5 6.27194e-07
18.25 6.13188e-07
18 5.99199e-07
17.75 5.85227e-07
17.5 5.71274e-07
17.25 5.57341e-07
17 5.43429e-07
16.75 5.29538e-07
16.5 5.1567e-07
16.25 5.01827e-07
16 4.88009e-07
15.75 4.74218e-07
15.5 4.60456e-07
15.25 4.46723e-07
15 4.33023e-07
14.75 4.19356e-07
14.5 4.05725e-07
14.25 3.92131e-07
14 3.78577e-07
13.75 3.65066e-07
13.5 3.516e-07
13.25 3.38181e-07
13 3.24813e-07
12.75 3.11499e-07
12.5 2.98242e-07
12.25 2.85047e-07
12 2.71917e-07
11.75 2.58856e-07
11.5 2.4587e-07
11.25 2.32963e-07
11 2.20142e-07
10.75 2.07412e-07
10.5 1.94781e-07
10.25 1.82256e-07
10 1.69846e-07
9.75 1.5756e-07
9.5 1.4541e-07
9.25 1.33407e-07
9 1.21568e-07
8.75 1.09908e-07
8.5 9.84469e-08
8.25 8.72096e-08
8 7.62251e-08
7.75 6.55297e-08
7.5 5.51697e-08
7.25 4.52061e-08
7 3.57212e-08
6.75 2.6831e-08
6.5 1.8704e-08
6.25 1.1594e-08
6 5.8859e-09
5.75 2.09531e-09
5.5 4.36084e-10
5.25 5.55688e-11
5 5.25563e-12
4.75 3.98314e-13
4.5 2.40826e-14
4.25 1.1037e-15
4 9.65697e-17
3.75 -4.74264e-18
3.5 -2.28051e-17
3.25 -3.01167e-17
3 2.84856e-17
2.75 -5.69133e-18
2.5 -2.28308e-17
2.25 1.44124e-16
2 -5.04622e-17
1.75 -4.31686e-17
1.5 6.65504e-17
1.25 1.14111e-17
1 -3.09472e-17
0.75 5.73255e-18
0.5 -8.06233e-19
0.25 1.62833e-17
4.64429e-15 -1.05596e-17
-0.25 -7.24494e-17
-0.5 2.76689e-17
-0.75 -1.22027e-17
-1 1.38335e-17
-1.25 -3.82769e-17
-1.5 1.95417e-17
-1.75 1.30344e-17
-2 -4.15323e-17
