drain current vs gate bias
101 2 2
gate bias
drain current
20 9.04144e-07
19.75 8.88682e-07
19.5 8.73233e-07
19.25 8.57795e-07
19 8.42371e-07
18.75 8.2696e-07
18.5 8.11563e-07
18.25 7.96181e-07
18 7.80814e-07
17.75 7.65464e-07
17.5 7.5013e-07
17.25 7.34815e-07
17 7.19518e-07
16.75 7.0424e-07
16.5 6.88984e-07
16.25 6.73749e-07
16 6.58536e-07
15.75 6.43348e-07
15.5 6.28185e-07
15.25 6.13048e-07
15 5.97939e-07
14.75 5.8286e-07
14.5 5.67811e-07
14.25 5.52795e-07
14 5.37813e-07
13.75 5.22868e-07
13.5 5.0796e-07
13.25 4.93093e-07
13 4.78268e-07
12.75 4.63489e-07
12.5 4.48756e-07
12.25 4.34074e-07
12 4.19445e-07
11.75 4.04871e-07
11.5 3.90357e-07
11.25 3.75906e-07
11 3.6152e-07
10.75 3.47205e-07
10.5 3.32964e-07
10.25 3.18802e-07
10 3.04723e-07
9.75 2.90732e-07
9.5 2.76836e-07
9.25 2.63039e-07
9 2.49349e-07
8.75 2.35772e-07
8.5 2.22316e-07
8.25 2.08988e-07
8 1.95799e-07
7.75 1.82758e-07
7.5 1.69876e-07
7.25 1.57165e-07
7 1.44639e-07
6.75 1.32314e-07
6.5 1.20208e-07
6.25 1.0834e-07
6 9.67356e-08
5.75 8.5422e-08
5.5 7.44335e-08
5.25 6.38118e-08
5 5.36074e-08
4.75 4.38829e-08
4.5 3.47158e-08
4.25 2.62056e-08
4 1.84854e-08
3.75 1.17428e-08
3.5 6.26047e-09
3.25 2.45793e-09
3 6.04194e-10
2.75 9.28934e-11
2.5 1.04411e-11
2.25 9.34794e-13
2 6.69367e-14
1.75 3.7562e-15
1.5 2.52404e-16
1.25 8.54276e-17
1 -3.89715e-17
0.75 -7.89491e-17
0.5 -5.45427e-17
0.25 -1.06011e-17
4.64429e-15 -2.36023e-17
-0.25 -5.45424e-17
-0.5 -4.96701e-17
-0.75 1.30135e-17
-1 -8.14117e-18
-1.25 7.72402e-21
-1.5 -7.08281e-17
-1.75 -5.29164e-17
-2 2.60582e-17
-2.25 -2.68462e-17
-2.5 -2.11961e-17
-2.75 1.00961e-16
-3 -3.90961e-17
-3.25 2.8504e-17
-3.5 2.93192e-17
-3.75 -8.95677e-18
-4 3.828e-17
-4.25 4.15296e-17
-4.5 9.77431e-18
-4.75 1.54692e-17
-5 -4.55719e-17
