drain current vs gate bias
89 2 2
gate bias
drain current
20 7.41476e-07
19.75 7.27364e-07
19.5 7.13264e-07
19.25 6.99176e-07
19 6.85101e-07
18.75 6.71039e-07
18.5 6.56992e-07
18.25 6.4296e-07
18 6.28943e-07
17.75 6.14943e-07
17.5 6.0096e-07
17.25 5.86995e-07
17 5.7305e-07
16.75 5.59124e-07
16.5 5.4522e-07
16.25 5.31337e-07
16 5.17478e-07
15.75 5.03644e-07
15.5 4.89836e-07
15.25 4.76055e-07
15 4.62304e-07
14.75 4.48583e-07
14.5 4.34894e-07
14.25 4.2124e-07
14 4.07622e-07
13.75 3.94042e-07
13.5 3.80503e-07
13.25 3.67007e-07
13 3.53556e-07
12.75 3.40155e-07
12.5 3.26804e-07
12.25 3.13509e-07
12 3.00272e-07
11.75 2.87097e-07
11.5 2.73987e-07
11.25 2.60949e-07
11 2.47986e-07
10.75 2.35103e-07
10.5 2.22307e-07
10.25 2.09603e-07
10 1.96998e-07
9.75 1.84501e-07
9.5 1.72119e-07
9.25 1.59862e-07
9 1.47741e-07
8.75 1.35768e-07
8.5 1.23957e-07
8.25 1.12325e-07
8 1.00892e-07
7.75 8.9679e-08
7.5 7.87153e-08
7.25 6.80348e-08
7 5.76809e-08
6.75 4.77094e-08
6.5 3.81949e-08
6.25 2.92401e-08
6 2.09906e-08
5.75 1.3659e-08
5.5 7.56194e-09
5.25 3.15074e-09
5 8.19554e-10
4.75 1.25471e-10
4.5 1.34482e-11
4.25 1.14043e-12
4 7.77978e-14
3.75 4.23225e-15
3.5 2.09804e-16
3.25 2.93331e-17
3 5.1339e-17
2.75 -1.21951e-17
2.5 -7.49113e-17
2.25 4.07237e-17
2 8.18503e-19
1.75 3.28687e-18
1.5 8.94078e-18
1.25 3.01334e-17
1 -2.76913e-17
0.75 7.32986e-18
0.5 -2.92928e-17
0.25 1.22287e-17
4.64429e-15 2.27902e-17
-0.25 -4.8829e-18
-0.5 -4.80383e-17
-0.75 1.30481e-17
-1 -6.51309e-17
-1.25 4.39649e-17
-1.5 3.66296e-17
-1.75 2.03622e-17
-2 6.53294e-18
