drain current vs gate bias
101 2 2
gate bias
drain current
20 8.9313e-07
19.75 8.77676e-07
19.5 8.62235e-07
19.25 8.46806e-07
19 8.3139e-07
18.75 8.15988e-07
18.5 8.00601e-07
18.25 7.85228e-07
18 7.69872e-07
17.75 7.54533e-07
17.5 7.39211e-07
17.25 7.23907e-07
17 7.08623e-07
16.75 6.93359e-07
16.5 6.78116e-07
16.25 6.62896e-07
16 6.47699e-07
15.75 6.32527e-07
15.5 6.17381e-07
15.25 6.02262e-07
15 5.87172e-07
14.75 5.72112e-07
14.5 5.57085e-07
14.25 5.42091e-07
14 5.27132e-07
13.75 5.12211e-07
13.5 4.9733e-07
13.25 4.8249e-07
13 4.67694e-07
12.75 4.52945e-07
12.5 4.38245e-07
12.25 4.23597e-07
12 4.09004e-07
11.75 3.94469e-07
11.5 3.79995e-07
11.25 3.65586e-07
11 3.51246e-07
10.75 3.36979e-07
10.5 3.22789e-07
10.25 3.08681e-07
10 2.9466e-07
9.75 2.80731e-07
9.5 2.66899e-07
9.25 2.53172e-07
9 2.39556e-07
8.75 2.26057e-07
8.5 2.12685e-07
8.25 1.99449e-07
8 1.86356e-07
7.75 1.7342e-07
7.5 1.60651e-07
7.25 1.48062e-07
7 1.35669e-07
6.75 1.2349e-07
6.5 1.11542e-07
6.25 9.98506e-08
6 8.84412e-08
5.75 7.73466e-08
5.5 6.66063e-08
5.25 5.62686e-08
5 4.63929e-08
4.75 3.7053e-08
4.5 2.83428e-08
4.25 2.03862e-08
4 1.33561e-08
3.75 7.50719e-09
3.5 3.22962e-09
3.25 8.99964e-10
3 1.53169e-10
2.75 1.83433e-11
2.5 1.73053e-12
2.25 1.31028e-13
2 7.80152e-15
1.75 3.01983e-16
1.5 7.93197e-17
1.25 1.8952e-18
1 2.45822e-18
0.75 -8.38546e-17
0.5 7.91342e-19
0.25 -4.87182e-18
4.64429e-15 -8.38961e-17
-0.25 1.30188e-17
-0.5 -1.46613e-17
-0.75 3.09228e-17
-1 -6.26717e-17
-1.25 -4.96817e-17
-1.5 -1.07501e-16
-1.75 -5.0474e-17
-2 -4.88648e-17
-2.25 4.06937e-17
-2.5 2.11843e-17
-2.75 5.78468e-17
-3 8.7122e-17
-3.25 2.03714e-17
-3.5 -2.76827e-17
-3.75 -6.51119e-18
-4 -8.94575e-18
-4.25 1.18739e-20
-4.5 4.89446e-18
-4.75 2.11695e-17
-5 6.83953e-17
