drain current vs gate bias
101 2 2
gate bias
drain current
20 8.70271e-07
19.75 8.54834e-07
19.5 8.39411e-07
19.25 8.24001e-07
19 8.08605e-07
18.75 7.93224e-07
18.5 7.77858e-07
18.25 7.62509e-07
18 7.47177e-07
17.75 7.31863e-07
17.5 7.16567e-07
17.25 7.01291e-07
17 6.86036e-07
16.75 6.70803e-07
16.5 6.55592e-07
16.25 6.40406e-07
16 6.25244e-07
15.75 6.10109e-07
15.5 5.95003e-07
15.25 5.79925e-07
15 5.64879e-07
14.75 5.49865e-07
14.5 5.34886e-07
14.25 5.19943e-07
14 5.05039e-07
13.75 4.90174e-07
13.5 4.75353e-07
13.25 4.60577e-07
13 4.45848e-07
12.75 4.3117e-07
12.5 4.16545e-07
12.25 4.01976e-07
12 3.87466e-07
11.75 3.7302e-07
11.5 3.5864e-07
11.25 3.4433e-07
11 3.30095e-07
10.75 3.1594e-07
10.5 3.01868e-07
10.25 2.87885e-07
10 2.73997e-07
9.75 2.6021e-07
9.5 2.4653e-07
9.25 2.32963e-07
9 2.19519e-07
8.75 2.06204e-07
8.5 1.93029e-07
8.25 1.80003e-07
8 1.67138e-07
7.75 1.54446e-07
7.5 1.41942e-07
7.25 1.29641e-07
7 1.17562e-07
6.75 1.05726e-07
6.5 9.41576e-08
6.25 8.28864e-08
6 7.19481e-08
5.75 6.13865e-08
5.5 5.12554e-08
5.25 4.16213e-08
5 3.25679e-08
4.75 2.42037e-08
4.5 1.66759e-08
4.25 1.01952e-08
4 5.08281e-09
3.75 1.78055e-09
3.5 3.80198e-10
3.25 5.26993e-11
3 5.5301e-12
2.75 4.65397e-13
2.5 3.12592e-14
2.25 1.63992e-15
2 4.26955e-17
1.75 -1.78126e-17
1.5 -9.11674e-17
1.25 4.96541e-17
1 -4.06742e-18
0.75 1.09109e-16
0.5 9.79386e-18
0.25 -8.97428e-18
4.64429e-15 1.38409e-17
-0.25 7.89688e-17
-0.5 -1.87474e-17
-0.75 -7.00513e-17
-1 -3.82665e-17
-1.25 -1.05797e-17
-1.5 -1.87408e-17
-1.75 2.44332e-17
-2 4.39889e-17
-2.25 -1.77569e-20
-2.5 -2.44331e-17
-2.75 4.2338e-17
-3 -3.58219e-17
-3.25 8.22335e-17
-3.5 -3.90835e-17
-3.75 -3.33923e-17
-4 3.49926e-17
-4.25 -6.67783e-17
-4.5 -4.15136e-17
-4.75 -4.88664e-18
-5 -2.11597e-17
