drain current vs gate bias
149 2 2
gate bias
drain current
20 2.04607e-06
19.75 2.02749e-06
19.5 2.00892e-06
19.25 1.99037e-06
19 1.97182e-06
18.75 1.95328e-06
18.5 1.93476e-06
18.25 1.91624e-06
18 1.89774e-06
17.75 1.87924e-06
17.5 1.86076e-06
17.25 1.84229e-06
17 1.82384e-06
16.75 1.8054e-06
16.5 1.78698e-06
16.25 1.76857e-06
16 1.75017e-06
15.75 1.73179e-06
15.5 1.71343e-06
15.25 1.69509e-06
15 1.67677e-06
14.75 1.65846e-06
14.5 1.64018e-06
14.25 1.62192e-06
14 1.60368e-06
13.75 1.58546e-06
13.5 1.56727e-06
13.25 1.54911e-06
13 1.53097e-06
12.75 1.51286e-06
12.5 1.49478e-06
12.25 1.47673e-06
12 1.45871e-06
11.75 1.44072e-06
11.5 1.42277e-06
11.25 1.40486e-06
11 1.38698e-06
10.75 1.36915e-06
10.5 1.35135e-06
10.25 1.3336e-06
10 1.3159e-06
9.75 1.29824e-06
9.5 1.28063e-06
9.25 1.26307e-06
9 1.24556e-06
8.75 1.22811e-06
8.5 1.21072e-06
8.25 1.19339e-06
8 1.17611e-06
7.75 1.1589e-06
7.5 1.14176e-06
7.25 1.12469e-06
7 1.10768e-06
6.75 1.09075e-06
6.5 1.07389e-06
6.25 1.05711e-06
6 1.04041e-06
5.75 1.0238e-06
5.5 1.00726e-06
5.25 9.90812e-07
5 9.74451e-07
4.75 9.58181e-07
4.5 9.42001e-07
4.25 9.25916e-07
4 9.09925e-07
3.75 8.9403e-07
3.5 8.78232e-07
3.25 8.62532e-07
3 8.4693e-07
2.75 8.31426e-07
2.5 8.16021e-07
2.25 8.00714e-07
2 7.85504e-07
1.75 7.70392e-07
1.5 7.55375e-07
1.25 7.40453e-07
1 7.25624e-07
0.75 7.10886e-07
0.5 6.96236e-07
0.25 6.81672e-07
4.64429e-15 6.67191e-07
-0.25 6.52789e-07
-0.5 6.38462e-07
-0.75 6.24207e-07
-1 6.10018e-07
-1.25 5.95892e-07
-1.5 5.81826e-07
-1.75 5.67815e-07
-2 5.53857e-07
-2.25 5.39949e-07
-2.5 5.2609e-07
-2.75 5.12276e-07
-3 4.98507e-07
-3.25 4.84781e-07
-3.5 4.71097e-07
-3.75 4.57455e-07
-4 4.43854e-07
-4.25 4.30293e-07
-4.5 4.16773e-07
-4.75 4.03292e-07
-5 3.89851e-07
-5.25 3.7645e-07
-5.5 3.6309e-07
-5.75 3.4977e-07
-6 3.36491e-07
-6.25 3.23254e-07
-6.5 3.10059e-07
-6.75 2.96907e-07
-7 2.83801e-07
-7.25 2.70743e-07
-7.5 2.57731e-07
-7.75 2.44768e-07
-8 2.31858e-07
-8.25 2.19004e-07
-8.5 2.06207e-07
-8.75 1.93474e-07
-9 1.80809e-07
-9.25 1.68217e-07
-9.5 1.55705e-07
-9.75 1.43282e-07
-10 1.30959e-07
-10.25 1.18748e-07
-10.5 1.06668e-07
-10.75 9.47412e-08
-11 8.29972e-08
-11.25 7.14768e-08
-11.5 6.0236e-08
-11.75 4.93539e-08
-12 3.89419e-08
-12.25 2.9158e-08
-12.5 2.0223e-08
-12.75 1.24404e-08
-13 6.21952e-09
-13.25 2.0885e-09
-13.5 3.5453e-10
-13.75 3.13624e-11
-14 1.86513e-12
-14.25 8.05102e-14
-14.5 2.49457e-15
-14.75 8.31494e-17
-15 -7.3097e-18
-15.25 3.2636e-18
-15.5 6.18854e-17
-15.75 5.62071e-17
-16 3.90863e-17
-16.25 -4.15425e-17
-16.5 -1.2202e-17
-16.75 -1.95313e-17
-17 2.44199e-17
