drain current vs gate bias
149 2 2
gate bias
drain current
20 2.04346e-06
19.75 2.02489e-06
19.5 2.00632e-06
19.25 1.98777e-06
19 1.96922e-06
18.75 1.95068e-06
18.5 1.93216e-06
18.25 1.91364e-06
18 1.89514e-06
17.75 1.87665e-06
17.5 1.85817e-06
17.25 1.83971e-06
17 1.82125e-06
16.75 1.80282e-06
16.5 1.78439e-06
16.25 1.76598e-06
16 1.74759e-06
15.75 1.72922e-06
15.5 1.71086e-06
15.25 1.69252e-06
15 1.6742e-06
14.75 1.6559e-06
14.5 1.63762e-06
14.25 1.61936e-06
14 1.60112e-06
13.75 1.58291e-06
13.5 1.56472e-06
13.25 1.54656e-06
13 1.52842e-06
12.75 1.51032e-06
12.5 1.49224e-06
12.25 1.47419e-06
12 1.45618e-06
11.75 1.4382e-06
11.5 1.42025e-06
11.25 1.40234e-06
11 1.38447e-06
10.75 1.36664e-06
10.5 1.34886e-06
10.25 1.33111e-06
10 1.31341e-06
9.75 1.29576e-06
9.5 1.27815e-06
9.25 1.2606e-06
9 1.2431e-06
8.75 1.22566e-06
8.5 1.20827e-06
8.25 1.19095e-06
8 1.17368e-06
7.75 1.15648e-06
7.5 1.13935e-06
7.25 1.12228e-06
7 1.10529e-06
6.75 1.08837e-06
6.5 1.07152e-06
6.25 1.05475e-06
6 1.03806e-06
5.75 1.02145e-06
5.5 1.00493e-06
5.25 9.88491e-07
5 9.72142e-07
4.75 9.55883e-07
4.5 9.39716e-07
4.25 9.23643e-07
4 9.07665e-07
3.75 8.91782e-07
3.5 8.75997e-07
3.25 8.6031e-07
3 8.44721e-07
2.75 8.2923e-07
2.5 8.13837e-07
2.25 7.98543e-07
2 7.83346e-07
1.75 7.68246e-07
1.5 7.53242e-07
1.25 7.38332e-07
1 7.23515e-07
0.75 7.08788e-07
0.5 6.9415e-07
0.25 6.79598e-07
4.64429e-15 6.65127e-07
-0.25 6.50735e-07
-0.5 6.36418e-07
-0.75 6.22171e-07
-1 6.07991e-07
-1.25 5.93873e-07
-1.5 5.79814e-07
-1.75 5.65811e-07
-2 5.5186e-07
-2.25 5.37959e-07
-2.5 5.24105e-07
-2.75 5.10298e-07
-3 4.96534e-07
-3.25 4.82814e-07
-3.5 4.69136e-07
-3.75 4.555e-07
-4 4.41904e-07
-4.25 4.28349e-07
-4.5 4.14834e-07
-4.75 4.01359e-07
-5 3.87923e-07
-5.25 3.74528e-07
-5.5 3.61173e-07
-5.75 3.47859e-07
-6 3.34586e-07
-6.25 3.21355e-07
-6.5 3.08166e-07
-6.75 2.95021e-07
-7 2.81922e-07
-7.25 2.6887e-07
-7.5 2.55865e-07
-7.75 2.4291e-07
-8 2.30008e-07
-8.25 2.17162e-07
-8.5 2.04375e-07
-8.75 1.91652e-07
-9 1.78997e-07
-9.25 1.66417e-07
-9.5 1.53918e-07
-9.75 1.41509e-07
-10 1.29201e-07
-10.25 1.17009e-07
-10.5 1.04951e-07
-10.75 9.30491e-08
-11 8.13356e-08
-11.25 6.98525e-08
-11.5 5.86587e-08
-11.75 4.78371e-08
-12 3.75046e-08
-12.25 2.78269e-08
-12.5 1.90351e-08
-12.75 1.14462e-08
-13 5.48753e-09
-13.25 1.69812e-09
-13.5 2.58813e-10
-13.75 2.13639e-11
-14 1.2125e-12
-14.25 5.0015e-14
-14.5 1.47212e-15
-14.75 1.11294e-17
-15 -4.02569e-17
-15.25 3.41688e-17
-15.5 1.21971e-17
-15.75 6.26963e-17
-16 2.4423e-17
-16.25 -4.31424e-17
-16.5 2.97212e-17
-16.75 -5.90508e-17
-17 -5.21069e-17
