drain current vs gate bias
89 2 2
gate bias
drain current
20 7.80849e-07
19.75 7.66713e-07
19.5 7.52589e-07
19.25 7.38476e-07
19 7.24375e-07
18.75 7.10287e-07
18.5 6.96212e-07
18.25 6.82151e-07
18 6.68105e-07
17.75 6.54073e-07
17.5 6.40058e-07
17.25 6.2606e-07
17 6.12079e-07
16.75 5.98117e-07
16.5 5.84174e-07
16.25 5.70252e-07
16 5.56351e-07
15.75 5.42473e-07
15.5 5.28619e-07
15.25 5.1479e-07
15 5.00987e-07
14.75 4.87213e-07
14.5 4.73468e-07
14.25 4.59754e-07
14 4.46073e-07
13.75 4.32427e-07
13.5 4.18818e-07
13.25 4.05248e-07
13 3.91718e-07
12.75 3.78233e-07
12.5 3.64794e-07
12.25 3.51403e-07
12 3.38065e-07
11.75 3.24782e-07
11.5 3.11557e-07
11.25 2.98395e-07
11 2.85299e-07
10.75 2.72273e-07
10.5 2.59323e-07
10.25 2.46452e-07
10 2.33667e-07
9.75 2.20974e-07
9.5 2.08378e-07
9.25 1.95887e-07
9 1.83509e-07
8.75 1.71253e-07
8.5 1.59128e-07
8.25 1.47145e-07
8 1.35317e-07
7.75 1.23659e-07
7.5 1.12186e-07
7.25 1.00917e-07
7 8.98765e-08
6.75 7.90905e-08
6.5 6.85925e-08
6.25 5.84238e-08
6 4.86373e-08
5.75 3.93019e-08
5.5 3.05096e-08
5.25 2.23852e-08
5 1.51033e-08
4.75 8.91397e-09
4.5 4.17817e-09
4.25 1.31694e-09
4 2.46583e-10
3.75 3.06506e-11
3.5 2.94413e-12
3.25 2.27821e-13
3 1.40608e-14
2.75 6.13333e-16
2.5 -4.7921e-17
2.25 1.93353e-17
2 3.42793e-17
1.75 -2.85069e-17
1.5 -3.24931e-18
1.25 -1.04232e-16
1 1.46626e-17
0.75 5.45888e-17
0.5 4.72385e-17
0.25 -1.30515e-17
4.64429e-15 -9.02187e-18
-0.25 -3.33952e-17
-0.5 6.18893e-17
-0.75 -1.87302e-17
-1 -5.29538e-17
-1.25 4.56192e-17
-1.5 6.52005e-18
-1.75 3.17663e-17
-2 -1.46339e-17
