drain current vs gate bias
101 2 2
gate bias
drain current
20 9.30122e-07
19.75 9.14646e-07
19.5 8.9918e-07
19.25 8.83727e-07
19 8.68285e-07
18.75 8.52857e-07
18.5 8.37441e-07
18.25 8.2204e-07
18 8.06653e-07
17.75 7.91281e-07
17.5 7.75926e-07
17.25 7.60587e-07
17 7.45266e-07
16.75 7.29963e-07
16.5 7.1468e-07
16.25 6.99417e-07
16 6.84176e-07
15.75 6.68957e-07
15.5 6.53761e-07
15.25 6.38591e-07
15 6.23446e-07
14.75 6.08329e-07
14.5 5.93241e-07
14.25 5.78184e-07
14 5.63158e-07
13.75 5.48166e-07
13.5 5.3321e-07
13.25 5.18292e-07
13 5.03413e-07
12.75 4.88576e-07
12.5 4.73783e-07
12.25 4.59037e-07
12 4.4434e-07
11.75 4.29695e-07
11.5 4.15105e-07
11.25 4.00574e-07
11 3.86103e-07
10.75 3.71698e-07
10.5 3.57361e-07
10.25 3.43097e-07
10 3.28911e-07
9.75 3.14806e-07
9.5 3.00787e-07
9.25 2.8686e-07
9 2.73031e-07
8.75 2.59305e-07
8.5 2.45689e-07
8.25 2.32191e-07
8 2.18818e-07
7.75 2.05578e-07
7.5 1.92481e-07
7.25 1.79538e-07
7 1.66759e-07
6.75 1.54158e-07
6.5 1.41748e-07
6.25 1.29546e-07
6 1.17569e-07
5.75 1.05838e-07
5.5 9.43792e-08
5.25 8.32201e-08
5 7.23958e-08
4.75 6.19482e-08
4.5 5.19276e-08
4.25 4.2395e-08
4 3.34258e-08
3.75 2.51166e-08
3.5 1.75977e-08
3.25 1.10562e-08
3 5.78199e-09
2.75 2.1981e-09
2.5 5.19597e-10
2.25 7.77823e-11
2 8.60814e-12
1.75 7.59754e-13
1.5 5.3473e-14
1.25 2.8961e-15
1 1.29367e-16
0.75 3.77615e-17
0.5 3.31616e-18
0.25 3.2538e-17
4.64429e-15 6.52493e-18
-0.25 1.30527e-17
-0.5 5.69726e-18
-0.75 6.56684e-18
-1 -1.8728e-17
-1.25 -4.31469e-17
-1.5 1.70747e-17
-1.75 -2.28224e-17
-2 2.85108e-17
-2.25 -4.39619e-17
-2.5 6.19003e-17
-2.75 -4.7218e-17
-3 5.37311e-17
-3.25 7.35064e-18
-3.5 -1.54624e-17
-3.75 4.55951e-17
-4 3.58307e-17
-4.25 7.34252e-18
-4.5 -5.208e-17
-4.75 1.95487e-17
-5 -1.54716e-17
