drain current vs gate bias
149 2 2
gate bias
drain current
20 2.04695e-06
19.75 2.02838e-06
19.5 2.00981e-06
19.25 1.99125e-06
19 1.9727e-06
18.75 1.95417e-06
18.5 1.93564e-06
18.25 1.91712e-06
18 1.89862e-06
17.75 1.88012e-06
17.5 1.86164e-06
17.25 1.84317e-06
17 1.82472e-06
16.75 1.80628e-06
16.5 1.78785e-06
16.25 1.76944e-06
16 1.75105e-06
15.75 1.73267e-06
15.5 1.71431e-06
15.25 1.69596e-06
15 1.67764e-06
14.75 1.65934e-06
14.5 1.64105e-06
14.25 1.62279e-06
14 1.60455e-06
13.75 1.58633e-06
13.5 1.56814e-06
13.25 1.54997e-06
13 1.53183e-06
12.75 1.51372e-06
12.5 1.49564e-06
12.25 1.47759e-06
12 1.45957e-06
11.75 1.44158e-06
11.5 1.42363e-06
11.25 1.40571e-06
11 1.38784e-06
10.75 1.37e-06
10.5 1.3522e-06
10.25 1.33445e-06
10 1.31674e-06
9.75 1.29908e-06
9.5 1.28147e-06
9.25 1.26391e-06
9 1.2464e-06
8.75 1.22895e-06
8.5 1.21155e-06
8.25 1.19421e-06
8 1.17694e-06
7.75 1.15973e-06
7.5 1.14258e-06
7.25 1.1255e-06
7 1.1085e-06
6.75 1.09156e-06
6.5 1.0747e-06
6.25 1.05792e-06
6 1.04121e-06
5.75 1.02459e-06
5.5 1.00805e-06
5.25 9.91601e-07
5 9.75236e-07
4.75 9.58962e-07
4.5 9.42779e-07
4.25 9.26689e-07
4 9.10694e-07
3.75 8.94794e-07
3.5 8.78992e-07
3.25 8.63288e-07
3 8.47681e-07
2.75 8.32174e-07
2.5 8.16764e-07
2.25 8.01452e-07
2 7.86238e-07
1.75 7.71121e-07
1.5 7.561e-07
1.25 7.41174e-07
1 7.26341e-07
0.75 7.11599e-07
0.5 6.96946e-07
0.25 6.82378e-07
4.64429e-15 6.67894e-07
-0.25 6.53488e-07
-0.5 6.39158e-07
-0.75 6.24899e-07
-1 6.10707e-07
-1.25 5.96579e-07
-1.5 5.8251e-07
-1.75 5.68497e-07
-2 5.54537e-07
-2.25 5.40627e-07
-2.5 5.26765e-07
-2.75 5.12949e-07
-3 4.99178e-07
-3.25 4.8545e-07
-3.5 4.71765e-07
-3.75 4.58121e-07
-4 4.44518e-07
-4.25 4.30955e-07
-4.5 4.17433e-07
-4.75 4.0395e-07
-5 3.90507e-07
-5.25 3.77105e-07
-5.5 3.63742e-07
-5.75 3.5042e-07
-6 3.3714e-07
-6.25 3.23901e-07
-6.5 3.10703e-07
-6.75 2.9755e-07
-7 2.84442e-07
-7.25 2.71381e-07
-7.5 2.58366e-07
-7.75 2.45401e-07
-8 2.32489e-07
-8.25 2.19631e-07
-8.5 2.06832e-07
-8.75 1.94096e-07
-9 1.81427e-07
-9.25 1.68831e-07
-9.5 1.56315e-07
-9.75 1.43887e-07
-10 1.31558e-07
-10.25 1.19342e-07
-10.5 1.07255e-07
-10.75 9.53194e-08
-11 8.35654e-08
-11.25 7.20327e-08
-11.5 6.07764e-08
-11.75 4.98742e-08
-12 3.94359e-08
-12.25 2.96166e-08
-12.5 2.0634e-08
-12.75 1.27868e-08
-13 6.47877e-09
-13.25 2.23328e-09
-13.5 3.93357e-10
-13.75 3.56747e-11
-14 2.15605e-12
-14.25 9.4625e-14
-14.5 3.01336e-15
-14.75 6.23195e-17
-15 3.76501e-17
-15.25 -3.17422e-17
-15.5 3.0936e-17
-15.75 5.45728e-17
-16 3.82652e-17
-16.25 4.88533e-17
-16.5 1.70807e-17
-16.75 9.93351e-17
-17 -1.78963e-17
