drain current vs gate bias
89 2 2
gate bias
drain current
20 7.25724e-07
19.75 7.11621e-07
19.5 6.97531e-07
19.25 6.83454e-07
19 6.6939e-07
18.75 6.55341e-07
18.5 6.41306e-07
18.25 6.27286e-07
18 6.13283e-07
17.75 5.99297e-07
17.5 5.85329e-07
17.25 5.7138e-07
17 5.57451e-07
16.75 5.43543e-07
16.5 5.29657e-07
16.25 5.15794e-07
16 5.01955e-07
15.75 4.88142e-07
15.5 4.74357e-07
15.25 4.606e-07
15 4.46873e-07
14.75 4.33179e-07
14.5 4.19519e-07
14.25 4.05894e-07
14 3.92308e-07
13.75 3.78762e-07
13.5 3.65259e-07
13.25 3.51801e-07
13 3.38391e-07
12.75 3.25033e-07
12.5 3.11729e-07
12.25 2.98482e-07
12 2.85298e-07
11.75 2.72179e-07
11.5 2.5913e-07
11.25 2.46157e-07
11 2.33263e-07
10.75 2.20456e-07
10.5 2.07741e-07
10.25 1.95125e-07
10 1.82615e-07
9.75 1.70222e-07
9.5 1.57953e-07
9.25 1.45821e-07
9 1.33837e-07
8.75 1.22017e-07
8.5 1.10376e-07
8.25 9.89354e-08
8 8.77183e-08
7.75 7.67538e-08
7.5 6.60777e-08
7.25 5.57357e-08
7 4.57872e-08
6.75 3.63126e-08
6.5 2.74237e-08
6.25 1.92821e-08
6 1.2128e-08
5.75 6.32351e-09
5.5 2.36373e-09
5.25 5.25942e-10
5 7.07045e-11
4.75 6.95177e-12
4.5 5.46573e-13
4.25 3.43741e-14
4 1.69923e-15
3.75 1.52856e-17
3.5 1.05347e-17
3.25 1.30528e-17
3 7.34769e-18
2.75 5.45697e-17
2.5 -1.4649e-17
2.25 -8.95553e-17
2 -2.4427e-17
1.75 -2.44305e-17
1.5 4.23331e-17
1.25 3.20572e-17
1 1.2052e-16
0.75 7.98156e-17
0.5 -1.46574e-17
0.25 1.62886e-17
4.64429e-15 3.98919e-17
-0.25 -4.47779e-17
-0.5 4.3133e-17
-0.75 -1.79375e-17
-1 -7.97479e-19
-1.25 -1.14148e-17
-1.5 -1.0599e-17
-1.75 -2.68673e-17
-2 -4.87669e-18
