drain current vs gate bias
89 2 2
gate bias
drain current
20 8.15631e-07
19.75 8.01473e-07
19.5 7.87325e-07
19.25 7.73189e-07
19 7.59064e-07
18.75 7.44951e-07
18.5 7.30851e-07
18.25 7.16764e-07
18 7.02691e-07
17.75 6.88633e-07
17.5 6.74589e-07
17.25 6.60562e-07
17 6.46552e-07
16.75 6.32559e-07
16.5 6.18585e-07
16.25 6.0463e-07
16 5.90695e-07
15.75 5.76782e-07
15.5 5.62891e-07
15.25 5.49025e-07
15 5.35183e-07
14.75 5.21367e-07
14.5 5.07579e-07
14.25 4.93821e-07
14 4.80093e-07
13.75 4.66398e-07
13.5 4.52737e-07
13.25 4.39113e-07
13 4.25526e-07
12.75 4.11981e-07
12.5 3.98478e-07
12.25 3.8502e-07
12 3.7161e-07
11.75 3.58251e-07
11.5 3.44946e-07
11.25 3.31697e-07
11 3.18509e-07
10.75 3.05385e-07
10.5 2.92329e-07
10.25 2.79345e-07
10 2.66437e-07
9.75 2.53611e-07
9.5 2.40872e-07
9.25 2.28226e-07
9 2.15678e-07
8.75 2.03236e-07
8.5 1.90906e-07
8.25 1.78698e-07
8 1.66621e-07
7.75 1.54684e-07
7.5 1.42899e-07
7.25 1.31279e-07
7 1.19839e-07
6.75 1.08596e-07
6.5 9.7568e-08
6.25 8.67797e-08
6 7.62583e-08
5.75 6.60376e-08
5.5 5.61594e-08
5.25 4.66766e-08
5 3.7657e-08
4.75 2.91885e-08
4.5 2.13875e-08
4.25 1.44142e-08
4 8.49781e-09
3.75 3.97526e-09
3.5 1.25297e-09
3.25 2.37101e-10
3 3.0061e-11
2.75 2.94956e-12
2.5 2.33071e-13
2.25 1.46292e-14
2 6.45978e-16
1.75 -2.30841e-17
1.5 -1.85459e-18
1.25 1.54674e-17
1 -8.06923e-19
0.75 5.70246e-17
0.5 -1.54857e-17
0.25 2.11855e-17
4.64429e-15 8.94293e-18
-0.25 4.31254e-17
-0.5 2.8493e-17
-0.75 -3.91006e-17
-1 -2.85095e-17
-1.25 4.40929e-21
-1.5 9.7737e-18
-1.75 9.44668e-17
-2 2.52579e-17
