0.91 Pa dVth exp data(power law fit) 
12 2 2
time
delta vth
1.00E+04	3.9703558188
8.98E+03	3.847309314
7.97E+03	3.7176271823
7.02E+03	3.5843603079
5.95E+03	3.4180237038
5.02E+03	3.256697541
4.01E+03	3.0533182679
3.03E+03	2.8172399301
2.02E+03	2.5076763821
1.01E+03	2.055188609
4.46E+02	1.624910059
8.92E+01	1.0236873931

