drain current vs gate bias
101 2 2
gate bias
drain current
20 9.43671e-07
19.75 9.28187e-07
19.5 9.12714e-07
19.25 8.97252e-07
19 8.81803e-07
18.75 8.66366e-07
18.5 8.50942e-07
18.25 8.35532e-07
18 8.20136e-07
17.75 8.04755e-07
17.5 7.8939e-07
17.25 7.74041e-07
17 7.5871e-07
16.75 7.43396e-07
16.5 7.28102e-07
16.25 7.12828e-07
16 6.97574e-07
15.75 6.82343e-07
15.5 6.67134e-07
15.25 6.5195e-07
15 6.36792e-07
14.75 6.2166e-07
14.5 6.06557e-07
14.25 5.91483e-07
14 5.76441e-07
13.75 5.61432e-07
13.5 5.46458e-07
13.25 5.3152e-07
13 5.16621e-07
12.75 5.01762e-07
12.5 4.86947e-07
12.25 4.72178e-07
12 4.57456e-07
11.75 4.42785e-07
11.5 4.28167e-07
11.25 4.13606e-07
11 3.99104e-07
10.75 3.84666e-07
10.5 3.70294e-07
10.25 3.55993e-07
10 3.41767e-07
9.75 3.2762e-07
9.5 3.13556e-07
9.25 2.99581e-07
9 2.85701e-07
8.75 2.71919e-07
8.5 2.58244e-07
8.25 2.44682e-07
8 2.31239e-07
7.75 2.17925e-07
7.5 2.04747e-07
7.25 1.91714e-07
7 1.78838e-07
6.75 1.6613e-07
6.5 1.53602e-07
6.25 1.41268e-07
6 1.29145e-07
5.75 1.1725e-07
5.5 1.05604e-07
5.25 9.42321e-08
5 8.31616e-08
4.75 7.2427e-08
4.5 6.20682e-08
4.25 5.21332e-08
4 4.26788e-08
3.75 3.37751e-08
3.5 2.55117e-08
3.25 1.80104e-08
3 1.14487e-08
2.75 6.10629e-09
2.5 2.39977e-09
2.25 5.92126e-10
2 9.16323e-11
1.75 1.03627e-11
1.5 9.31386e-13
1.25 6.69037e-14
1 3.77534e-15
0.75 9.05724e-17
0.5 5.61308e-18
0.25 -7.2383e-17
4.64429e-15 8.38458e-17
-0.25 -1.46503e-17
-0.5 -4.85443e-18
-0.75 3.5013e-17
-1 -1.6316e-18
-1.25 -9.0359e-17
-1.5 -2.4425e-17
-1.75 6.50982e-18
-2 3.33692e-17
-2.25 5.45598e-17
-2.5 -3.09478e-17
-2.75 1.4667e-17
-3 -3.30694e-18
-3.25 -4.3987e-17
-3.5 3.66568e-17
-3.75 -2.03523e-17
-4 5.37527e-17
-4.25 -6.52823e-18
-4.5 -4.96866e-17
-4.75 -3.74522e-17
-5 1.54844e-17
