drain current vs gate bias
101 2 2
gate bias
drain current
20 8.57491e-07
19.75 8.42065e-07
19.5 8.26653e-07
19.25 8.11254e-07
19 7.9587e-07
18.75 7.80502e-07
18.5 7.6515e-07
18.25 7.49814e-07
18 7.34497e-07
17.75 7.19197e-07
17.5 7.03918e-07
17.25 6.88659e-07
17 6.73421e-07
16.75 6.58206e-07
16.5 6.43015e-07
16.25 6.27849e-07
16 6.12709e-07
15.75 5.97597e-07
15.5 5.82514e-07
15.25 5.67462e-07
15 5.52442e-07
14.75 5.37457e-07
14.5 5.22507e-07
14.25 5.07595e-07
14 4.92723e-07
13.75 4.77894e-07
13.5 4.63109e-07
13.25 4.48371e-07
13 4.33683e-07
12.75 4.19048e-07
12.5 4.04469e-07
12.25 3.89948e-07
12 3.7549e-07
11.75 3.61097e-07
11.5 3.46774e-07
11.25 3.32526e-07
11 3.18355e-07
10.75 3.04268e-07
10.5 2.90268e-07
10.25 2.76362e-07
10 2.62556e-07
9.75 2.48855e-07
9.5 2.35268e-07
9.25 2.218e-07
9 2.08461e-07
8.75 1.9526e-07
8.5 1.82206e-07
8.25 1.69311e-07
8 1.56587e-07
7.75 1.44047e-07
7.5 1.31709e-07
7.25 1.19588e-07
7 1.07707e-07
6.75 9.60882e-08
6.5 8.47615e-08
6.25 7.37611e-08
6 6.31294e-08
5.75 5.29181e-08
5.5 4.31917e-08
5.25 3.40306e-08
5 2.55387e-08
4.75 1.78558e-08
4.5 1.118e-08
4.25 5.81073e-09
4 2.1823e-09
3.75 5.06053e-10
3.5 7.43322e-11
3.25 8.1037e-12
3 7.06372e-13
2.75 4.91397e-14
2.5 2.61507e-15
2.25 6.85737e-17
2 3.17399e-17
1.75 -5.12484e-17
1.5 3.33859e-17
1.25 2.44729e-17
1 1.06677e-16
0.75 -6.51206e-17
0.5 4.9002e-18
0.25 -5.70952e-18
4.64429e-15 7.24392e-17
-0.25 2.76708e-17
-0.5 5.94419e-17
-0.75 -4.07053e-17
-1 2.11435e-17
-1.25 2.44392e-17
-1.5 4.55978e-17
-1.75 -2.44121e-17
-2 -1.30274e-17
-2.25 -2.11723e-17
-2.5 2.2032e-17
-2.75 4.23578e-17
-3 1.63084e-17
-3.25 4.64169e-17
-3.5 -1.30217e-17
-3.75 -6.50451e-18
-4 -2.36096e-17
-4.25 7.99105e-19
-4.5 -2.11601e-17
-4.75 1.09107e-16
-5 1.46804e-17
