drain current vs gate bias
149 2 2
gate bias
drain current
20 2.04172e-06
19.75 2.02315e-06
19.5 2.00459e-06
19.25 1.98603e-06
19 1.96748e-06
18.75 1.94895e-06
18.5 1.93043e-06
18.25 1.91191e-06
18 1.89341e-06
17.75 1.87492e-06
17.5 1.85644e-06
17.25 1.83798e-06
17 1.81953e-06
16.75 1.80109e-06
16.5 1.78267e-06
16.25 1.76426e-06
16 1.74587e-06
15.75 1.7275e-06
15.5 1.70914e-06
15.25 1.6908e-06
15 1.67248e-06
14.75 1.65418e-06
14.5 1.6359e-06
14.25 1.61765e-06
14 1.59941e-06
13.75 1.5812e-06
13.5 1.56302e-06
13.25 1.54486e-06
13 1.52672e-06
12.75 1.50862e-06
12.5 1.49055e-06
12.25 1.4725e-06
12 1.45449e-06
11.75 1.43651e-06
11.5 1.41857e-06
11.25 1.40067e-06
11 1.3828e-06
10.75 1.36497e-06
10.5 1.34719e-06
10.25 1.32945e-06
10 1.31175e-06
9.75 1.2941e-06
9.5 1.2765e-06
9.25 1.25896e-06
9 1.24146e-06
8.75 1.22402e-06
8.5 1.20664e-06
8.25 1.18932e-06
8 1.17206e-06
7.75 1.15487e-06
7.5 1.13774e-06
7.25 1.12068e-06
7 1.10369e-06
6.75 1.08677e-06
6.5 1.06993e-06
6.25 1.05317e-06
6 1.03649e-06
5.75 1.01989e-06
5.5 1.00337e-06
5.25 9.86942e-07
5 9.70601e-07
4.75 9.5435e-07
4.5 9.38191e-07
4.25 9.22126e-07
4 9.06156e-07
3.75 8.90282e-07
3.5 8.74505e-07
3.25 8.58826e-07
3 8.43246e-07
2.75 8.27763e-07
2.5 8.12379e-07
2.25 7.97094e-07
2 7.81905e-07
1.75 7.66813e-07
1.5 7.51817e-07
1.25 7.36916e-07
1 7.22107e-07
0.75 7.07388e-07
0.5 6.92758e-07
0.25 6.78212e-07
4.64429e-15 6.63749e-07
-0.25 6.49364e-07
-0.5 6.35053e-07
-0.75 6.20812e-07
-1 6.06637e-07
-1.25 5.92525e-07
-1.5 5.78471e-07
-1.75 5.64472e-07
-2 5.50526e-07
-2.25 5.36629e-07
-2.5 5.2278e-07
-2.75 5.08976e-07
-3 4.95217e-07
-3.25 4.81501e-07
-3.5 4.67827e-07
-3.75 4.54194e-07
-4 4.40602e-07
-4.25 4.2705e-07
-4.5 4.13539e-07
-4.75 4.00067e-07
-5 3.86636e-07
-5.25 3.73244e-07
-5.5 3.59893e-07
-5.75 3.46583e-07
-6 3.33314e-07
-6.25 3.20087e-07
-6.5 3.06902e-07
-6.75 2.93761e-07
-7 2.80667e-07
-7.25 2.6762e-07
-7.5 2.5462e-07
-7.75 2.41669e-07
-8 2.28773e-07
-8.25 2.15932e-07
-8.5 2.03151e-07
-8.75 1.90435e-07
-9 1.77787e-07
-9.25 1.65215e-07
-9.5 1.52725e-07
-9.75 1.40326e-07
-10 1.28029e-07
-10.25 1.15849e-07
-10.5 1.03805e-07
-10.75 9.19209e-08
-11 8.02282e-08
-11.25 6.87707e-08
-11.5 5.76093e-08
-11.75 4.68293e-08
-12 3.65517e-08
-12.25 2.69475e-08
-12.5 1.82548e-08
-12.75 1.08e-08
-13 5.0229e-09
-13.25 1.46618e-09
-13.5 2.08243e-10
-13.75 1.64643e-11
-14 9.06174e-13
-14.25 3.62342e-14
-14.5 9.91951e-16
-14.75 3.21988e-17
-15 -5.42105e-18
-15.25 -4.55711e-17
-15.5 2.44095e-17
-15.75 4.88363e-17
-16 -8.97135e-18
-16.25 2.6053e-17
-16.5 -1.38687e-17
-16.75 -6.51912e-18
-17 2.89084e-17
