drain current vs gate bias
149 2 2
gate bias
drain current
20 2.03338e-06
19.75 2.01481e-06
19.5 1.99625e-06
19.25 1.9777e-06
19 1.95915e-06
18.75 1.94062e-06
18.5 1.9221e-06
18.25 1.9036e-06
18 1.8851e-06
17.75 1.86661e-06
17.5 1.84814e-06
17.25 1.82968e-06
17 1.81124e-06
16.75 1.79281e-06
16.5 1.77439e-06
16.25 1.75599e-06
16 1.73761e-06
15.75 1.71924e-06
15.5 1.70089e-06
15.25 1.68256e-06
15 1.66425e-06
14.75 1.64596e-06
14.5 1.62769e-06
14.25 1.60944e-06
14 1.59122e-06
13.75 1.57302e-06
13.5 1.55484e-06
13.25 1.53669e-06
13 1.51857e-06
12.75 1.50048e-06
12.5 1.48242e-06
12.25 1.46439e-06
12 1.44639e-06
11.75 1.42843e-06
11.5 1.4105e-06
11.25 1.39261e-06
11 1.37476e-06
10.75 1.35695e-06
10.5 1.33918e-06
10.25 1.32146e-06
10 1.30378e-06
9.75 1.28616e-06
9.5 1.26858e-06
9.25 1.25105e-06
9 1.23358e-06
8.75 1.21617e-06
8.5 1.19881e-06
8.25 1.18151e-06
8 1.16428e-06
7.75 1.14711e-06
7.5 1.13001e-06
7.25 1.11298e-06
7 1.09602e-06
6.75 1.07914e-06
6.5 1.06233e-06
6.25 1.0456e-06
6 1.02895e-06
5.75 1.01239e-06
5.5 9.95907e-07
5.25 9.79513e-07
5 9.63209e-07
4.75 9.46996e-07
4.5 9.30876e-07
4.25 9.1485e-07
4 8.9892e-07
3.75 8.83087e-07
3.5 8.67351e-07
3.25 8.51713e-07
3 8.36173e-07
2.75 8.20732e-07
2.5 8.05389e-07
2.25 7.90144e-07
2 7.74996e-07
1.75 7.59944e-07
1.5 7.44988e-07
1.25 7.30125e-07
1 7.15354e-07
0.75 7.00673e-07
0.5 6.86078e-07
0.25 6.71568e-07
4.64429e-15 6.57138e-07
-0.25 6.42784e-07
-0.5 6.28503e-07
-0.75 6.14291e-07
-1 6.00143e-07
-1.25 5.86056e-07
-1.5 5.72026e-07
-1.75 5.58049e-07
-2 5.44124e-07
-2.25 5.30248e-07
-2.5 5.16419e-07
-2.75 5.02634e-07
-3 4.88894e-07
-3.25 4.75196e-07
-3.5 4.6154e-07
-3.75 4.47925e-07
-4 4.34351e-07
-4.25 4.20817e-07
-4.5 4.07323e-07
-4.75 3.93869e-07
-5 3.80456e-07
-5.25 3.67082e-07
-5.5 3.5375e-07
-5.75 3.40458e-07
-6 3.27208e-07
-6.25 3.14e-07
-6.5 3.00835e-07
-6.75 2.87716e-07
-7 2.74643e-07
-7.25 2.61618e-07
-7.5 2.48641e-07
-7.75 2.35716e-07
-8 2.22845e-07
-8.25 2.10033e-07
-8.5 1.97282e-07
-8.75 1.84598e-07
-9 1.71986e-07
-9.25 1.59452e-07
-9.5 1.47005e-07
-9.75 1.34654e-07
-10 1.22412e-07
-10.25 1.10295e-07
-10.5 9.83241e-08
-10.75 8.65268e-08
-11 7.49397e-08
-11.25 6.36131e-08
-11.5 5.26178e-08
-11.75 4.20535e-08
-12 3.20613e-08
-12.25 2.28399e-08
-12.5 1.46648e-08
-12.75 7.91168e-09
-13 3.08179e-09
-13.25 6.55105e-10
-13.5 6.83973e-11
-13.75 4.51466e-12
-14 2.14948e-13
-14.25 7.37687e-15
-14.5 1.37299e-16
-14.75 1.36312e-17
-15 -4.88377e-17
-15.25 8.97162e-18
-15.5 3.41889e-17
-15.75 8.93808e-18
-16 3.74507e-17
-16.25 -4.89639e-18
-16.5 3.98909e-17
-16.75 -2.93058e-17
-17 2.93114e-17
