drain current vs gate bias
149 2 2
gate bias
drain current
20 2.0448e-06
19.75 2.02622e-06
19.5 2.00765e-06
19.25 1.9891e-06
19 1.97055e-06
18.75 1.95201e-06
18.5 1.93349e-06
18.25 1.91497e-06
18 1.89647e-06
17.75 1.87798e-06
17.5 1.8595e-06
17.25 1.84103e-06
17 1.82258e-06
16.75 1.80414e-06
16.5 1.78571e-06
16.25 1.76731e-06
16 1.74891e-06
15.75 1.73054e-06
15.5 1.71218e-06
15.25 1.69384e-06
15 1.67551e-06
14.75 1.65721e-06
14.5 1.63893e-06
14.25 1.62067e-06
14 1.60243e-06
13.75 1.58422e-06
13.5 1.56603e-06
13.25 1.54786e-06
13 1.52973e-06
12.75 1.51162e-06
12.5 1.49354e-06
12.25 1.47549e-06
12 1.45747e-06
11.75 1.43949e-06
11.5 1.42154e-06
11.25 1.40363e-06
11 1.38576e-06
10.75 1.36793e-06
10.5 1.35013e-06
10.25 1.33239e-06
10 1.31468e-06
9.75 1.29703e-06
9.5 1.27942e-06
9.25 1.26187e-06
9 1.24436e-06
8.75 1.22692e-06
8.5 1.20953e-06
8.25 1.1922e-06
8 1.17493e-06
7.75 1.15772e-06
7.5 1.14058e-06
7.25 1.12351e-06
7 1.10651e-06
6.75 1.08959e-06
6.5 1.07273e-06
6.25 1.05596e-06
6 1.03927e-06
5.75 1.02265e-06
5.5 1.00612e-06
5.25 9.89679e-07
5 9.73324e-07
4.75 9.57059e-07
4.5 9.40886e-07
4.25 9.24807e-07
4 9.08822e-07
3.75 8.92933e-07
3.5 8.77141e-07
3.25 8.61447e-07
3 8.45852e-07
2.75 8.30354e-07
2.5 8.14955e-07
2.25 7.99654e-07
2 7.84451e-07
1.75 7.69344e-07
1.5 7.54334e-07
1.25 7.39418e-07
1 7.24594e-07
0.75 7.09862e-07
0.5 6.95218e-07
0.25 6.8066e-07
4.64429e-15 6.66184e-07
-0.25 6.51787e-07
-0.5 6.37465e-07
-0.75 6.23213e-07
-1 6.09029e-07
-1.25 5.94907e-07
-1.5 5.80844e-07
-1.75 5.66837e-07
-2 5.52882e-07
-2.25 5.38978e-07
-2.5 5.25121e-07
-2.75 5.11311e-07
-3 4.97544e-07
-3.25 4.83821e-07
-3.5 4.70141e-07
-3.75 4.56501e-07
-4 4.42903e-07
-4.25 4.29345e-07
-4.5 4.15826e-07
-4.75 4.02348e-07
-5 3.8891e-07
-5.25 3.75512e-07
-5.5 3.62154e-07
-5.75 3.48837e-07
-6 3.35562e-07
-6.25 3.22327e-07
-6.5 3.09135e-07
-6.75 2.95987e-07
-7 2.82884e-07
-7.25 2.69829e-07
-7.5 2.5682e-07
-7.75 2.43861e-07
-8 2.30955e-07
-8.25 2.18105e-07
-8.5 2.05313e-07
-8.75 1.92585e-07
-9 1.79925e-07
-9.25 1.67338e-07
-9.5 1.54833e-07
-9.75 1.42417e-07
-10 1.30101e-07
-10.25 1.17899e-07
-10.5 1.0583e-07
-10.75 9.3915e-08
-11 8.21858e-08
-11.25 7.06835e-08
-11.5 5.94654e-08
-11.75 4.86125e-08
-12 3.82389e-08
-12.25 2.85063e-08
-12.5 1.96404e-08
-12.75 1.19513e-08
-13 5.85696e-09
-13.25 1.89151e-09
-13.5 3.04572e-10
-13.75 2.60289e-11
-14 1.51278e-12
-14.25 6.39167e-14
-14.5 1.86097e-15
-14.75 4.1303e-17
-15 -1.32009e-17
-15.25 5.13046e-17
-15.5 1.10766e-16
-15.75 7.81721e-17
-16 -3.49827e-17
-16.25 1.7937e-17
-16.5 1.7094e-17
-16.75 8.53002e-18
-17 3.50084e-17
