sg 20nm idvg@0s init exp
26 2 2
gate bias
drain current
-29.1964  2.48126e-13  
-25.0446  2.48126e-13  
-17.9464  2.13451e-13  
-13.5268  2.35983e-13  
-8.70536  2.03005e-13  
-5.49107  1.83621e-13  
-2.41071  1.93070e-13  
-1.33929  1.93070e-13  
-0.937500  1.51069e-12  
-0.535714  1.85680e-11  
-0.267857  1.96326e-10  
0.401786  1.46100e-09  
1.07143  6.26052e-09  
1.47321  1.39726e-08  
2.27679  2.82074e-08  
3.08036  4.21403e-08  
4.41964  6.61947e-08  
5.75893  1.09330e-07  
7.90179  1.47738e-07  
10.1786  1.89867e-07  
14.1964  2.56567e-07  
16.6071  3.13594e-07  
19.4196  3.64538e-07  
21.8304  4.03020e-07  
25.4464  4.68492e-07  
28.6607  6.02089e-07  
