drain current vs gate bias
82 2 2
gate bias
drain current
-20.4731 2.49899e-14
-19.9731 2.57839e-14
-19.4731 2.65142e-14
-18.9731 2.72039e-14
-18.4731 2.82474e-14
-17.9731 2.95418e-14
-17.4731 3.05158e-14
-16.9731 3.15103e-14
-16.4731 3.22809e-14
-15.9731 3.41161e-14
-15.4731 3.56722e-14
-14.9731 3.75362e-14
-14.4731 3.89524e-14
-13.9731 4.08771e-14
-13.4731 4.32838e-14
-12.9731 4.54287e-14
-12.4731 4.88676e-14
-11.9731 5.19298e-14
-11.4731 5.50051e-14
-10.9731 6.02743e-14
-10.4731 6.52729e-14
-9.9731 7.09334e-14
-9.4731 7.85585e-14
-8.9731 8.73584e-14
-8.4731 9.89657e-14
-7.9731 1.1464e-13
-7.4731 1.36867e-13
-6.9731 1.72076e-13
-6.4731 2.36035e-13
-5.9731 3.85467e-13
-5.4731 1.0579e-12
-4.9731 1.2845e-11
-4.4731 1.51276e-10
-3.9731 8.72414e-10
-3.4731 3.08717e-09
-2.9731 7.29447e-09
-2.4731 1.30882e-08
-1.9731 1.99113e-08
-1.4731 2.74013e-08
-0.9731 3.53434e-08
-0.4731 4.36017e-08
0.0269 5.20876e-08
0.5269 6.07423e-08
1.0269 6.95267e-08
1.5269 7.84133e-08
2.0269 8.73825e-08
2.5269 9.64193e-08
3.0269 1.05512e-07
3.5269 1.14651e-07
4.0269 1.2383e-07
4.5269 1.33043e-07
5.0269 1.42283e-07
5.5269 1.51549e-07
6.0269 1.60837e-07
6.5269 1.70143e-07
7.0269 1.79467e-07
7.5269 1.88807e-07
8.0269 1.9816e-07
8.5269 2.07526e-07
9.0269 2.16904e-07
9.5269 2.26294e-07
10.0269 2.35693e-07
10.5269 2.45103e-07
11.0269 2.54522e-07
11.5269 2.6395e-07
12.0269 2.73387e-07
12.5269 2.82832e-07
13.0269 2.92284e-07
13.5269 3.01745e-07
14.0269 3.11213e-07
14.5269 3.20688e-07
15.0269 3.30171e-07
15.5269 3.3966e-07
16.0269 3.49157e-07
16.5269 3.5866e-07
17.0269 3.68169e-07
17.5269 3.77685e-07
18.0269 3.87207e-07
18.5269 3.96736e-07
19.0269 4.0627e-07
19.5269 4.15811e-07
20 4.24844e-07
