sg 20nm idvg@0s init exp
24 2 2
gate bias
drain current
-28.7946  2.03005e-13  
-23.1696  2.03005e-13  
-17.9464  2.13451e-13  
-13.2589  2.03005e-13  
-8.83929  1.93070e-13  
-7.50000  2.48126e-13  
-7.63393  3.89762e-13  
-7.50000  2.62353e-12  
-7.09821  3.56499e-11  
-6.56250  3.08393e-10  
-5.89286  2.29496e-09  
-5.35714  7.65204e-09  
-5.08929  1.62425e-08  
-4.68750  3.44771e-08  
-3.08036  5.41572e-08  
-1.47321  9.88911e-08  
0.401786  1.40508e-07  
3.61607  1.99637e-07  
7.36607  2.56567e-07  
10.8482  3.83297e-07  
14.7321  4.68492e-07  
20.0893  6.02089e-07  
24.5089  6.99901e-07  
28.2589  8.55467e-07  
