AVG_ERROR_B_I,C,GDSII_NAME,L,MAX_ERROR_B_I,RMS_ERROR_B_I,STD_DEVIATION_B_I
3.77889e-06,1.95158e-14,MIM3D@@MIM3D_essai5,2.06857e-12,0.0309979,0.0194393,0.000614621
