C,L,AVG_ERROR_B_I,MAX_ERROR_B_I,RMS_ERROR_B_I,STD_DEVIATION_B_I,GDSII_NAME
1.95158e-14,2.06857e-12,3.77889e-06,0.0309979,0.0194393,0.000614621,questex12@@MIM3D
