analytic low-field
0 9 9
E Field
Carrier Density
Temperature
Monte Carlo Velocity
Model Velocity
CI Velocity
Monte Carlo Mobility
Model Mobility
CI Mobility
1000 1e+14 300 8.40673e+06 8.3714e+06 8.37172e+06 8406.73 8371.4 8371.72 
1000 1.778e+14 300 8.26704e+06 8.34857e+06 8.34884e+06 8267.04 8348.57 8348.84 
1000 3.162e+14 300 8.2434e+06 8.31442e+06 8.31465e+06 8243.4 8314.42 8314.65 
1000 5.623e+14 300 8.24398e+06 8.26355e+06 8.26374e+06 8243.98 8263.55 8263.74 
1000 1e+15 300 8.21638e+06 8.18818e+06 8.18833e+06 8216.38 8188.18 8188.33 
1000 1.778e+15 300 8.09628e+06 8.07739e+06 8.07752e+06 8096.28 8077.39 8077.52 
1000 3.162e+15 300 8.02115e+06 7.91623e+06 7.91634e+06 8021.15 7916.23 7916.34 
1000 5.623e+15 300 7.71156e+06 7.68565e+06 7.68573e+06 7711.56 7685.65 7685.73 
1000 1e+16 300 7.35986e+06 7.36312e+06 7.36318e+06 7359.86 7363.12 7363.18 
1000 1.778e+16 300 6.95495e+06 6.92637e+06 6.92641e+06 6954.95 6926.37 6926.41 
1000 3.162e+16 300 6.33018e+06 6.35931e+06 6.35934e+06 6330.18 6359.31 6359.34 
1000 5.623e+16 300 5.60115e+06 5.66299e+06 5.66302e+06 5601.15 5662.99 5663.02 
1000 1e+17 300 4.86248e+06 4.86361e+06 4.86363e+06 4862.48 4863.61 4863.63 
1000 1.778e+17 300 3.99914e+06 4.01444e+06 4.01445e+06 3999.14 4014.44 4014.45 
1000 3.162e+17 300 3.22059e+06 3.18251e+06 3.18251e+06 3220.59 3182.51 3182.51 
1000 5.623e+17 300 2.40571e+06 2.43059e+06 2.43059e+06 2405.71 2430.59 2430.59 
1000 1e+18 300 1.80882e+06 1.79852e+06 1.79852e+06 1808.82 1798.52 1798.52 
