EXPORTED XY-GRAPH DATA     
151 8 8     
gate bias      
Drain_253K       
Drain_273K       
Drain_300K       
Drain_313K       
Drain_333K       
Drain_358K       
Drain_393K       
-10 6E-014 1e-14 8E-014 6E-014 5E-014 1e-14 1E-013
-9.8 4E-014 7E-014 1E-014 7E-014 3E-014 -1E-014 1.2E-013
-9.6 6E-014 1.2E-013 4E-014 1E-013 4E-014 1E-014 1E-013
-9.4 4E-014 6E-014 9E-014 1E-013 4E-014 6E-014 3E-014
-9.2 3E-014 9E-014 4E-014 7E-014 1.1E-013 2E-014 1E-014
-9 1E-013 3E-014 8E-014 1E-013 2E-014 2E-014 7E-014
-8.8 7E-014 3E-014 -4E-014 3E-014 3E-014 5E-014 9E-014
-8.6 7E-014 3E-014 1E-014 1.2E-013 1e-14 4E-014 6E-014
-8.4 6E-014 4E-014 9E-014 1.2E-013 5E-014 -1E-014 2E-014
-8.2 1.6E-013 -2E-014 3E-014 2E-014 7E-014 4E-014 4E-014
-8 8E-014 -1E-014 4E-014 1E-014 6E-014 9E-014 4E-014
-7.8 7E-014 6E-014 7E-014 6E-014 9E-014 2E-014 3E-014
-7.6 1e-14 3E-014 2E-014 2E-014 -4E-014 5E-014 7E-014
-7.4 1E-014 -5E-014 1E-014 -2E-014 2E-014 3E-014 -2E-014
-7.2 4E-014 8E-014 9E-014 1e-14 7E-014 4E-014 -2E-014
-7 6E-014 5E-014 1.3E-013 1E-013 1.3E-013 5E-014 -6E-014
-6.8 8E-014 3E-014 1.3E-013 9E-014 6E-014 2E-014 9E-014
-6.6 6E-014 -1E-014 1.3E-013 5E-014 5E-014 9E-014 3E-014
-6.4 -1E-014 8E-014 1e-14 -1E-014 1E-014 6E-014 3E-014
-6.2 1e-14 7E-014 9E-014 1E-014 6E-014 2E-014 -4E-014
-6 8E-014 7E-014 4E-014 3E-014 3E-014 -2E-014 -1E-014
-5.8 7E-014 7E-014 2E-014 6E-014 7E-014 1e-14 4E-014
-5.6 7E-014 9E-014 6E-014 -1E-014 3E-014 5E-014 3E-014
-5.4 1.1E-013 4E-014 9E-014 9E-014 6E-014 1E-013 5E-014
-5.2 7E-014 4E-014 6E-014 4E-014 1.4E-013 -1E-014 9E-014
-5 1E-014 5E-014 1.5E-013 1.1E-013 6E-014 2E-014 1.6E-013
-4.8 4E-014 3E-014 2E-014 1E-014 1.4E-013 1.5E-013 1.2E-013
-4.6 1.4E-013 4E-014 1.7E-013 9E-014 9E-014 5E-014 6E-014
-4.4 1.5E-013 1E-013 8E-014 -7E-014 9E-014 1.1E-013 -3E-014
-4.2 6E-014 8E-014 6E-014 -1.2E-013 7E-014 1.4E-013 1.1E-013
-4 1.1E-013 7E-014 1E-014 -2E-014 6E-014 1E-013 3E-014
-3.8 5E-014 7E-014 -1E-014 -6E-014 2E-014 1.5E-013 5E-014
-3.6 1E-013 6E-014 5E-014 2E-014 1e-14 6E-014 1.2E-013
-3.4 2E-014 9E-014 3E-014 4E-014 -8E-014 1.3E-013 -1E-014
-3.2 4E-014 6E-014 2E-014 3E-014 7E-014 5E-014 4E-014
-3 -1E-014 5E-014 6E-014 1.1E-013 2.1E-013 1.4E-013 2E-014
-2.8 5E-014 2E-014 4E-014 3E-014 6E-014 4E-014 1.1E-013
-2.6 1.7E-013 5E-014 -1E-014 7E-014 8E-014 1.2E-013 8E-014
-2.4 7E-014 6E-014 1.1E-013 9E-014 1E-014 -2E-014 1.5E-013
-2.2 3E-014 3E-014 1.2E-013 4E-014 -1E-014 8E-014 1.1E-013
-2 6E-014 4E-014 1.1E-013 3E-014 9E-014 1E-013 1E-013
-1.8 8E-014 1.3E-013 1E-013 1e-14 9E-014 8E-014 1.2E-013
-1.6 1.1E-013 1E-014 6E-014 5E-014 5E-014 1.7E-013 1.5E-013
-1.4 -2E-014 4E-014 6E-014 9E-014 5E-014 7E-014 4E-014
-1.2 5E-014 4E-014 2E-014 9E-014 5E-014 4E-014 5E-014
-1 1.4E-013 1.1E-013 1E-013 9E-014 -3E-014 8E-014 2E-014
-0.8 7E-014 6E-014 5E-014 7E-014 3E-014 1E-013 1.1E-013
-0.6 4E-014 9E-014 4E-014 1E-013 2E-014 1.1E-013 1E-013
-0.4 1e-14 3E-014 7E-014 9E-014 7E-014 7E-014 1.3E-013
-0.2 2E-014 7E-014 9E-014 1E-014 1E-013 4E-014 1.6E-013
0 6E-014 1.4E-013 -1E-014 1.4E-013 6E-014 3E-014 3.7E-013
0.2 1.1E-013 8E-014 1E-013 5E-014 2E-014 4E-014 1E-012
0.4 1.1E-013 6E-014 1.4E-013 6E-014 7E-014 3.8E-013 2.86E-012
0.6 6E-014 8E-014 1.1E-013 9E-014 3.5E-013 1.33E-012 8.6E-012
0.8 -1E-014 -2E-014 1.2E-013 3.9E-013 1.22E-012 4.39E-012 2.508E-011
1 1e-14 -1E-014 4.9E-013 1.41E-012 4.48E-012 1.428E-011 6.901E-011
1.2 3E-014 2.2E-013 2.38E-012 5.41E-012 1.465E-011 4.201E-011 1.6947E-010
1.4 1.5E-013 1.32E-012 9.21E-012 1.822E-011 4.386E-011 1.1276E-010 3.584E-010
1.6 1.04E-012 6.79E-012 3.059E-011 5.475E-011 1.1743E-010 2.574E-010 6.5456E-010
1.8 6.77E-012 2.571E-011 8.557E-011 1.4054E-010 2.6326E-010 4.9912E-010 1.05187E-009
2 2.825E-011 7.574E-011 2.0059E-010 2.997E-010 4.9993E-010 8.4019E-010 1.5317E-009
2.2 8.172E-011 1.7658E-010 3.8706E-010 5.3848E-010 8.2106E-010 1.2593E-009 2.0879E-009
2.4 1.7999E-010 3.3372E-010 6.46E-010 8.5156E-010 1.2122E-009 1.7499E-009 2.7022E-009
2.6 3.2514E-010 5.4579E-010 0.000000001 1.2198E-009 1.6695E-009 2.2976E-009 3.3541E-009
2.8 5.1328E-010 8.0672E-010 1.3295E-009 1.6483E-009 2.1719E-009 2.8863E-009 0.000000004
3 7.3974E-010 1.10975E-009 1.7458E-009 2.1139E-009 2.7118E-009 3.5086E-009 4.7699E-009
3.2 0.000000001 1.4417E-009 2.1956E-009 2.6123E-009 3.2844E-009 4.1628E-009 5.5115E-009
3.4 1.2781E-009 1.8119E-009 2.6681E-009 3.1405E-009 3.8824E-009 4.836E-009 6.2813E-009
3.6 1.5927E-009 2.205E-009 3.1687E-009 3.688E-009 4.496E-009 5.5325E-009 7.0601E-009
3.8 1.9247E-009 2.6197E-009 3.6876E-009 4.2586E-009 5.1389E-009 6.2487E-009 7.8654E-009
4 2.2808E-009 3.0563E-009 4.2307E-009 4.8517E-009 5.793E-009 0.000000007 8.6848E-009
4.2 2.6528E-009 3.5043E-009 4.7908E-009 5.4535E-009 6.4667E-009 7.7275E-009 9.5013E-009
4.4 0.000000003 0.000000004 5.3561E-009 6.0769E-009 7.157E-009 8.4829E-009 1.0343E-008
4.6 3.4448E-009 4.4556E-009 5.9482E-009 6.7078E-009 7.8475E-009 9.2504E-009 1.1191E-008
4.8 3.8539E-009 0.000000005 6.5473E-009 7.3544E-009 8.5639E-009 0.00000001 0.000000012
5 4.2873E-009 5.4652E-009 7.1608E-009 0.000000008 9.2874E-009 1.0818E-008 1.2909E-008
5.2 4.729E-009 0.000000006 7.7899E-009 8.6864E-009 0.00000001 1.1621E-008 1.3806E-008
5.4 5.1803E-009 6.52E-009 8.4195E-009 9.3706E-009 1.0759E-008 1.2436E-008 1.4697E-008
5.6 5.646E-009 7.0623E-009 9.0668E-009 0.00000001 1.1511E-008 1.3258E-008 1.557E-008
5.8 6.118E-009 7.6141E-009 9.708E-009 1.0748E-008 1.2265E-008 1.4083E-008 1.6456E-008
6 6.6086E-009 8.1875E-009 1.038E-008 1.146E-008 0.000000013 1.4915E-008 1.7388E-008
6.2 7.1083E-009 8.7588E-009 1.1057E-008 1.2177E-008 1.3823E-008 1.5754E-008 1.8305E-008
6.4 7.6074E-009 9.3438E-009 1.1746E-008 1.2911E-008 1.4609E-008 1.6615E-008 1.9206E-008
6.6 8.1294E-009 9.927E-009 1.2429E-008 1.3633E-008 1.5384E-008 1.7483E-008 2.0128E-008
6.8 8.6491E-009 1.0532E-008 1.3125E-008 1.4376E-008 1.6192E-008 1.8325E-008 2.1082E-008
7 9.1876E-009 1.114E-008 1.3839E-008 1.5147E-008 0.000000017 1.9189E-008 0.000000022
7.2 9.721E-009 1.1778E-008 1.4563E-008 1.5902E-008 1.7824E-008 2.009E-008 2.2939E-008
7.4 1.0269E-008 1.24E-008 1.5281E-008 1.6655E-008 1.8645E-008 0.000000021 2.3885E-008
7.6 1.0829E-008 0.000000013 0.000000016 1.7428E-008 1.9465E-008 2.184E-008 2.4854E-008
7.8 1.1408E-008 1.3673E-008 1.6744E-008 1.822E-008 2.0294E-008 2.2737E-008 2.5803E-008
8 0.000000012 1.4338E-008 1.7505E-008 0.000000019 2.1155E-008 2.3653E-008 2.6761E-008
8.2 1.2559E-008 0.000000015 1.8261E-008 1.9796E-008 0.000000022 2.4552E-008 2.7715E-008
8.4 1.3154E-008 1.5656E-008 0.000000019 2.0591E-008 2.2838E-008 2.5465E-008 2.8683E-008
8.6 1.3763E-008 1.633E-008 1.9757E-008 2.1387E-008 2.3684E-008 2.6369E-008 2.9679E-008
8.8 1.4371E-008 0.000000017 2.0553E-008 2.2212E-008 2.4575E-008 2.7273E-008 3.0674E-008
9 0.000000015 1.7714E-008 2.1344E-008 0.000000023 2.5444E-008 2.8232E-008 3.1632E-008
9.2 1.5594E-008 1.8418E-008 2.2104E-008 2.3842E-008 2.6298E-008 2.9179E-008 3.2597E-008
