C,L,AVG_ERROR_B_I,MAX_ERROR_B_I,RMS_ERROR_B_I,STD_DEVIATION_B_I,GDSII_NAME
6.94714e-12,4.23787e-11,0.232012,1.03274,0.38854,0.0100755,questex16_Length=2Width=2@@CELL
