drain current vs gate bias
72 2 2
gate bias
drain current
-5 -1.21169e-20
-4.8 -2.61756e-16
-4.6 -2.27571e-15
-4.4 -5.26368e-24
-4.2 -1.96044e-21
-4 -1.86774e-20
-3.8 -2.85447e-19
-3.6 -3.21549e-19
-3.4 -2.13834e-20
-3.2 -5.53959e-21
-3 -4.9101e-22
-2.8 -2.99362e-17
-2.6 -4.99818e-20
-2.4 -5.47443e-22
-2.2 -7.01598e-20
-2 -1.48254e-22
-1.8 -2.93211e-19
-1.6 -9.45339e-20
-1.4 -4.47243e-19
-1.2 -2.31077e-24
-1 3.73204e-26
-0.8 1.38959e-25
-0.6 1.19649e-23
-0.4 4.423e-21
-0.2 2.84884e-18
2.77556e-16 1.84399e-15
0.2 9.1338e-13
0.4 1.9916e-10
0.6 2.14582e-09
0.8 5.35902e-09
1 8.87903e-09
1.2 1.2502e-08
1.4 1.61737e-08
1.6 1.98733e-08
1.8 2.35907e-08
2 2.73203e-08
2.5 3.66786e-08
3 4.60671e-08
3.5 5.54738e-08
4 6.48924e-08
4.5 7.43197e-08
5 8.37535e-08
5.5 9.31927e-08
6 1.02636e-07
6.5 1.12084e-07
7 1.21536e-07
7.5 1.30991e-07
8 1.4045e-07
8.5 1.49912e-07
9 1.59378e-07
9.5 1.68848e-07
10 1.78322e-07
10.5 1.878e-07
11 1.97282e-07
11.5 2.06768e-07
12 2.16259e-07
12.5 2.25753e-07
13 2.35253e-07
13.5 2.44756e-07
14 2.54265e-07
14.5 2.63777e-07
15 2.73295e-07
15.5 2.82817e-07
16 2.92344e-07
16.5 3.01876e-07
17 3.11413e-07
17.5 3.20954e-07
18 3.305e-07
18.5 3.40051e-07
19 3.49607e-07
19.5 3.59168e-07
20 3.68733e-07
