drain current vs gate bias
51 2 2
gate bias
drain current
20 3.67761e-07
19.5 3.58196e-07
19 3.48635e-07
18.5 3.3908e-07
18 3.2953e-07
17.5 3.19984e-07
17 3.10443e-07
16.5 3.00907e-07
16 2.91376e-07
15.5 2.81849e-07
15 2.72327e-07
14.5 2.6281e-07
14 2.53298e-07
13.5 2.4379e-07
13 2.34287e-07
12.5 2.24788e-07
12 2.15294e-07
11.5 2.05804e-07
11 1.96318e-07
10.5 1.86836e-07
10 1.77359e-07
9.5 1.67885e-07
9 1.58416e-07
8.5 1.4895e-07
8 1.39488e-07
7.5 1.30029e-07
7 1.20575e-07
6.5 1.11124e-07
6 1.01676e-07
5.5 9.22331e-08
5 8.27945e-08
4.5 7.33613e-08
4 6.39348e-08
3.5 5.45172e-08
3 4.5112e-08
2.5 3.57259e-08
2 2.63718e-08
1.5 1.70816e-08
1 7.97138e-09
0.5 4.67961e-10
0 3.49971e-16
-0.5 -3.20639e-18
-1 -4.14491e-22
-1.5 -1.9466e-19
-2 -9.58152e-19
-2.5 -1.62346e-17
-3 -2.88866e-21
-3.5 -2.12055e-16
-4 -6.81863e-20
-4.5 -6.73084e-24
-5 -7.21903e-23
