drain current vs gate bias
51 2 2
gate bias
drain current
20 2.70999e-07
19.5 2.61481e-07
19 2.51968e-07
18.5 2.42459e-07
18 2.32955e-07
17.5 2.23455e-07
17 2.1396e-07
16.5 2.0447e-07
16 1.94983e-07
15.5 1.85502e-07
15 1.76024e-07
14.5 1.6655e-07
14 1.5708e-07
13.5 1.47614e-07
13 1.38152e-07
12.5 1.28694e-07
12 1.1924e-07
11.5 1.09789e-07
11 1.00342e-07
10.5 9.08996e-08
10 8.14618e-08
9.5 7.20295e-08
9 6.26041e-08
8.5 5.31879e-08
8 4.37847e-08
7.5 3.44016e-08
7 2.50531e-08
6.5 1.57762e-08
6 6.7188e-09
5.5 1.25111e-10
5 3.43249e-17
4.5 -3.91906e-18
4 -5.61725e-19
3.5 -1.37929e-18
3 -4.0077e-18
2.5 -2.34267e-20
2 -2.57949e-19
1.5 -6.95084e-17
1 -3.42101e-18
0.5 -3.45235e-23
0 -1.9545e-22
-0.5 -3.13109e-21
-1 -4.26423e-17
-1.5 -4.76751e-17
-2 -7.11384e-18
-2.5 -2.57656e-18
-3 -1.09212e-18
-3.5 -5.82628e-19
-4 -4.76854e-19
-4.5 -4.81602e-19
-5 -4.32046e-19
