drain current vs gate bias
51 2 2
gate bias
drain current
-5 -4.54165e-22
-4.5 -2.02801e-19
-4 -3.3098e-17
-3.5 -2.1964e-25
-3 -2.60525e-21
-2.5 -9.65049e-25
-2 -1.87542e-17
-1.5 -2.65853e-23
-1 -9.27287e-19
-0.5 -3.20214e-20
0 -2.23133e-20
0.5 -1.05313e-25
1 -5.40732e-22
1.5 1.26195e-16
2 2.73497e-10
2.5 7.36635e-09
3 1.63944e-08
3.5 2.56043e-08
4 3.48736e-08
4.5 4.41733e-08
5 5.34933e-08
5.5 6.28293e-08
6 7.21791e-08
6.5 8.15412e-08
7 9.09144e-08
7.5 1.00298e-07
8 1.09691e-07
8.5 1.19093e-07
9 1.28503e-07
9.5 1.37921e-07
10 1.47346e-07
10.5 1.56778e-07
11 1.66217e-07
11.5 1.75662e-07
12 1.85113e-07
12.5 1.94571e-07
13 2.04035e-07
13.5 2.13504e-07
14 2.2298e-07
14.5 2.32461e-07
15 2.41948e-07
15.5 2.51441e-07
16 2.60939e-07
16.5 2.70443e-07
17 2.79952e-07
17.5 2.89467e-07
18 2.98987e-07
18.5 3.08513e-07
19 3.18044e-07
19.5 3.27581e-07
20 3.37123e-07
