EQE 150nm Meas.
37 2 2
optical wavelength
User formula 
4.0000e-01  6.1957e-01
4.0877e-01  6.4119e-01
4.1930e-01  6.6278e-01
4.2807e-01  6.8984e-01
4.3860e-01  7.1687e-01
4.4912e-01  7.3846e-01
4.6667e-01  7.6540e-01
4.7895e-01  7.8697e-01
4.8947e-01  8.0313e-01
5.0000e-01  8.1929e-01
5.0877e-01  8.1374e-01
5.1930e-01  7.9729e-01
5.2807e-01  7.6456e-01
5.4035e-01  7.4809e-01
5.4912e-01  7.2080e-01
5.5965e-01  7.0979e-01
5.6842e-01  7.0423e-01
5.7719e-01  6.9868e-01
5.8947e-01  6.8221e-01
5.9825e-01  6.6035e-01
6.0877e-01  6.1673e-01
6.1930e-01  5.7311e-01
6.2982e-01  5.2405e-01
6.3860e-01  4.5328e-01
6.4737e-01  3.9338e-01
6.5789e-01  3.2802e-01
6.6842e-01  2.8440e-01
6.7895e-01  2.3534e-01
6.8947e-01  1.9715e-01
6.9825e-01  1.5899e-01
7.1053e-01  1.2078e-01
7.1754e-01  8.8077e-02
7.2982e-01  5.5301e-02
7.3860e-01  3.8878e-02
7.4912e-01  2.2430e-02
7.6316e-01  1.1370e-02
7.8596e-01  1.1060e-02
