Electron Conc vs Depth
363 2 2
Depth
Electron Conc
0 2.93592e-39
0.0499133 1.5254e+14
0.0751221 2.29617e+14
0.0878538 2.68511e+14
0.0942839 2.76099e+14
0.0975315 2.22634e+14
0.0991716 1.38615e+14
0.1 3.49893e+12
0.1 3.49893e+12
0.10089 7.2891e+12
0.102066 1.22834e+13
0.103617 1.88819e+13
0.105665 2.75963e+13
0.108369 3.90763e+13
0.111937 5.41575e+13
0.116648 7.39278e+13
0.122865 9.98084e+13
0.131072 1.33663e+14
0.141906 1.77975e+14
0.156206 2.36168e+14
0.175083 3.13255e+14
0.2 4.17256e+14
0.224917 5.26462e+14
0.243794 6.14455e+14
0.258094 6.84918e+14
0.268928 7.40832e+14
0.277135 7.84799e+14
0.283352 8.19031e+14
0.288063 8.44746e+14
0.291631 8.5897e+14
0.294335 8.46209e+14
0.296383 7.74176e+14
0.297934 6.20156e+14
0.29911 4.15378e+14
0.3 7.89371e+12
0.3 7.89371e+12
0.30108 1.62426e+13
0.302402 2.6522e+13
0.304023 3.92273e+13
0.306008 5.48823e+13
0.308439 7.40831e+13
0.311418 9.75561e+13
0.315066 1.26207e+14
0.319536 1.61158e+14
0.325011 2.03803e+14
0.331718 2.55878e+14
0.339935 3.19588e+14
0.35 3.97816e+14
0.360005 4.76182e+14
0.36809 5.40238e+14
0.374624 5.92629e+14
0.379903 6.3546e+14
0.384169 6.70472e+14
0.387617 6.99303e+14
0.390403 7.24276e+14
0.392654 7.50352e+14
0.394473 7.88428e+14
0.395943 8.59283e+14
0.397131 9.9905e+14
0.398091 1.27223e+15
0.398867 1.80673e+15
0.399493 2.88764e+15
0.4 4.15783e+18
0.4 4.15783e+18
0.4005 4.01653e+18
0.401 3.83931e+18
0.4015 3.60781e+18
0.402 3.30063e+18
0.4025 2.89485e+18
0.403 2.37205e+18
0.403 2.37205e+18
0.4035 2.72404e+15
0.404 3.31666e+15
0.4045 3.9752e+15
0.405 4.70259e+15
0.4055 5.50218e+15
0.406 6.3778e+15
0.4065 7.33383e+15
0.407 8.37521e+15
0.4075 9.50758e+15
0.408 1.07373e+16
0.4085 1.20716e+16
0.409 1.35185e+16
0.4095 1.50873e+16
0.41 7.63081e+18
0.41 7.63081e+18
0.4105 6.30534e+18
0.411 5.33853e+18
0.4115 4.57994e+18
0.412 3.92344e+18
0.4125 3.29148e+18
0.413 2.62929e+18
0.413 2.62929e+18
0.4135 3.1013e+15
0.414 3.72689e+15
0.4145 4.41619e+15
0.415 5.1715e+15
0.4155 5.99549e+15
0.416 6.89116e+15
0.4165 7.86196e+15
0.417 8.91176e+15
0.4175 1.0045e+16
0.418 1.12665e+16
0.4185 1.2582e+16
0.419 1.39978e+16
0.4195 1.55208e+16
0.42 7.70638e+18
0.42 7.70638e+18
0.4205 6.3579e+18
0.421 5.37688e+18
0.4215 4.61005e+18
0.422 3.94953e+18
0.4225 3.31656e+18
0.423 2.65529e+18
0.423 2.65529e+18
0.4235 3.16863e+15
0.424 3.84038e+15
0.4245 4.58777e+15
0.425 5.41497e+15
0.4255 6.32668e+15
0.426 7.32819e+15
0.4265 8.42547e+15
0.427 9.62521e+15
0.4275 1.09349e+16
0.428 1.2363e+16
0.4285 1.39191e+16
0.429 1.56135e+16
0.4295 1.74585e+16
0.43 8.15067e+18
0.43 8.15067e+18
0.4305 6.82259e+18
0.431 5.89689e+18
0.4315 5.22193e+18
0.432 4.69421e+18
0.4325 4.23937e+18
0.433 3.79998e+18
0.433 3.79998e+18
0.433503 6.88189e+15
0.434011 1.01721e+16
0.434524 1.4473e+16
0.435042 1.98917e+16
0.435566 2.64899e+16
0.436095 3.42777e+16
0.436629 4.3213e+16
0.437169 5.32065e+16
0.437714 6.41294e+16
0.438265 7.58236e+16
0.438821 8.81119e+16
0.439384 1.00808e+17
0.439952 1.13727e+17
0.440525 1.2669e+17
0.441105 1.39533e+17
0.44169 1.52111e+17
0.442282 1.64299e+17
0.442879 1.75995e+17
0.443483 1.87119e+17
0.444093 1.97612e+17
0.444708 2.07437e+17
0.445331 2.16571e+17
0.445959 2.25009e+17
0.446594 2.32759e+17
0.447236 2.39837e+17
0.447884 2.46269e+17
0.448538 2.52087e+17
0.4492 2.57325e+17
0.449868 2.62022e+17
0.450543 2.66218e+17
0.451225 2.69952e+17
0.451913 2.73264e+17
0.452609 2.76192e+17
0.453312 2.78771e+17
0.454022 2.81037e+17
0.454739 2.83021e+17
0.455464 2.84754e+17
0.456196 2.86262e+17
0.456935 2.8757e+17
0.457682 2.88703e+17
0.458437 2.8968e+17
0.459199 2.90519e+17
0.459969 2.91239e+17
0.460747 2.91853e+17
0.461533 2.92374e+17
0.462327 2.92816e+17
0.463129 2.93188e+17
0.463939 2.93499e+17
0.464758 2.93758e+17
0.465585 2.93971e+17
0.46642 2.94145e+17
0.467264 2.94285e+17
0.468116 2.94397e+17
0.468977 2.94483e+17
0.469847 2.94549e+17
0.470726 2.94596e+17
0.471614 2.94627e+17
0.47251 2.94645e+17
0.473416 2.94652e+17
0.474331 2.9465e+17
0.475256 2.94639e+17
0.47619 2.94621e+17
0.477133 2.94597e+17
0.478087 2.94568e+17
0.479049 2.94534e+17
0.480022 2.94497e+17
0.481005 2.94456e+17
0.481997 2.94411e+17
0.483 2.94364e+17
0.484 2.94314e+17
0.485 2.94262e+17
0.486 2.94208e+17
0.487 2.94151e+17
0.488 2.9409e+17
0.489 2.94026e+17
0.49 2.93958e+17
0.491 2.93885e+17
0.492 2.93806e+17
0.493 2.93719e+17
0.494 2.93622e+17
0.495 2.93515e+17
0.496 2.93393e+17
0.497 2.93255e+17
0.498 2.93095e+17
0.499 2.9291e+17
0.5 2.92693e+17
0.501 2.92437e+17
0.502 2.92133e+17
0.503 2.91771e+17
0.504 2.91338e+17
0.505 2.90817e+17
0.506 2.90189e+17
0.507 2.89429e+17
0.508 2.8851e+17
0.509 2.87395e+17
0.51 2.86042e+17
0.511 2.84401e+17
0.512 2.82409e+17
0.513 2.79992e+17
0.514 2.77065e+17
0.515 2.73523e+17
0.516 2.69248e+17
0.517 2.64103e+17
0.518 2.57932e+17
0.519 2.50566e+17
0.52 2.41824e+17
0.521 2.31521e+17
0.522 2.19487e+17
0.523 2.05579e+17
0.524 1.8972e+17
0.525 1.71925e+17
0.526 1.52352e+17
0.527 1.3134e+17
0.528 1.09448e+17
0.529 8.74623e+16
0.53 6.6362e+16
0.531 4.72249e+16
0.532 3.1056e+16
0.533 7.99145e+18
0.533 7.99145e+18
0.534028 4.42582e+18
0.535129 2.58802e+18
0.536307 1.62094e+18
0.537569 1.09192e+18
0.53892 7.88402e+17
0.540367 6.05941e+17
0.541916 4.91781e+17
0.543574 4.18107e+17
0.54535 3.69531e+17
0.547251 3.3711e+17
0.549287 3.15393e+17
0.551466 3.00909e+17
0.5538 2.91358e+17
0.556299 2.85168e+17
0.558975 2.81244e+17
0.561839 2.7882e+17
0.564907 2.77364e+17
0.568191 2.76511e+17
0.571707 2.76021e+17
0.575472 2.7574e+17
0.579504 2.75574e+17
0.58382 2.75467e+17
0.588442 2.7539e+17
0.593391 2.75326e+17
0.598689 2.75267e+17
0.604362 2.7521e+17
0.610436 2.75155e+17
0.61694 2.75099e+17
0.623904 2.75044e+17
0.63136 2.74989e+17
0.639344 2.74935e+17
0.647892 2.74882e+17
0.657044 2.74831e+17
0.666844 2.74781e+17
0.677336 2.74733e+17
0.688571 2.74687e+17
0.7006 2.74643e+17
0.71348 2.74603e+17
0.72727 2.74565e+17
0.742036 2.7453e+17
0.757846 2.74499e+17
0.774773 2.7447e+17
0.792898 2.74445e+17
0.812305 2.74423e+17
0.833084 2.74404e+17
0.855332 2.74387e+17
0.879153 2.74374e+17
0.904659 2.74362e+17
0.931969 2.74353e+17
0.961209 2.74346e+17
0.992518 2.7434e+17
1.02604 2.74336e+17
1.06193 2.74333e+17
1.10036 2.7433e+17
1.14151 2.74329e+17
1.18557 2.74328e+17
1.23275 2.74327e+17
1.28326 2.74327e+17
1.33734 2.74326e+17
1.39524 2.74326e+17
1.45724 2.74326e+17
1.52363 2.74326e+17
1.59471 2.74326e+17
1.67082 2.74326e+17
1.7523 2.74326e+17
1.83955 2.74326e+17
1.93297 2.74326e+17
2.033 2.74326e+17
2.13297 2.74326e+17
2.22691 2.74326e+17
2.31517 2.74326e+17
2.3981 2.74326e+17
2.47601 2.74326e+17
2.54923 2.74326e+17
2.61802 2.74326e+17
2.68265 2.74326e+17
2.74339 2.74326e+17
2.80045 2.74326e+17
2.85407 2.74326e+17
2.90444 2.74326e+17
2.95178 2.74326e+17
2.99625 2.74326e+17
3.03804 2.74326e+17
3.07731 2.74326e+17
3.1142 2.74326e+17
3.14887 2.74326e+17
3.18144 2.74326e+17
3.21204 2.74326e+17
3.2408 2.74326e+17
3.26782 2.74326e+17
3.2932 2.74326e+17
3.31705 2.74326e+17
3.33947 2.74326e+17
3.36053 2.74326e+17
3.38031 2.74326e+17
3.3989 2.74326e+17
3.41637 2.74326e+17
3.43278 2.74326e+17
3.44821 2.74326e+17
3.4627 2.74326e+17
3.47631 2.74326e+17
3.4891 2.74326e+17
3.50112 2.74326e+17
3.51242 2.74326e+17
3.52303 2.74326e+17
3.533 2.74326e+17
