Hole Conc vs Depth
363 2 2
Depth
Hole Conc
0 2.0326e+18
0.0499133 2.05079e+18
0.0751221 2.05426e+18
0.0878538 2.05937e+18
0.0942839 2.1458e+18
0.0975315 2.71539e+18
0.0991716 4.28396e+18
0.1 2.52923e+18
0.1 2.52923e+18
0.10089 2.53127e+18
0.102066 2.53315e+18
0.103617 2.5349e+18
0.105665 2.53663e+18
0.108369 2.53846e+18
0.111937 2.54049e+18
0.116648 2.54268e+18
0.122865 2.54495e+18
0.131072 2.54715e+18
0.141906 2.54911e+18
0.156206 2.55075e+18
0.175083 2.5521e+18
0.2 2.55331e+18
0.224917 2.55438e+18
0.243794 2.55521e+18
0.258094 2.55588e+18
0.268928 2.5564e+18
0.277135 2.55681e+18
0.283352 2.55729e+18
0.288063 2.55963e+18
0.291631 2.57556e+18
0.294335 2.65245e+18
0.296383 2.91592e+18
0.297934 3.62637e+18
0.29911 5.30708e+18
0.3 2.89722e+18
0.3 2.89722e+18
0.30108 2.95615e+18
0.302402 2.99021e+18
0.304023 3.00731e+18
0.306008 3.01514e+18
0.308439 3.01906e+18
0.311418 3.02181e+18
0.315066 3.02443e+18
0.319536 3.02719e+18
0.325011 3.03007e+18
0.331718 3.03302e+18
0.339935 3.03597e+18
0.35 3.03884e+18
0.360005 3.04117e+18
0.36809 3.04278e+18
0.374624 3.04397e+18
0.379903 3.04487e+18
0.384169 3.0455e+18
0.387617 3.04553e+18
0.390403 3.04296e+18
0.392654 3.03091e+18
0.394473 2.9927e+18
0.395943 2.90004e+18
0.397131 2.7214e+18
0.398091 2.44085e+18
0.398867 2.07414e+18
0.399493 1.66614e+18
0.4 1.0354e+19
0.4 1.0354e+19
0.4005 1.22653e+19
0.401 1.36679e+19
0.4015 1.48113e+19
0.402 1.59772e+19
0.4025 1.75174e+19
0.403 1.99858e+19
0.403 1.99858e+19
0.4035 2.66285e+18
0.404 2.13962e+18
0.4045 1.77923e+18
0.405 1.52122e+18
0.4055 1.33077e+18
0.406 1.18675e+18
0.4065 1.07583e+18
0.407 9.89266e+17
0.4075 9.2122e+17
0.408 8.67696e+17
0.4085 8.25948e+17
0.409 7.94104e+17
0.4095 7.70933e+17
0.41 6.98634e+18
0.41 6.98634e+18
0.4105 9.57281e+18
0.411 1.1605e+19
0.4115 1.32161e+19
0.412 1.46917e+19
0.4125 1.64154e+19
0.413 1.8963e+19
0.413 1.8963e+19
0.4135 2.46415e+18
0.414 1.99258e+18
0.4145 1.665e+18
0.415 1.42914e+18
0.4155 1.25446e+18
0.416 1.12225e+18
0.4165 1.02056e+18
0.417 9.41533e+17
0.4175 8.79873e+17
0.418 8.31949e+17
0.4185 7.95263e+17
0.419 7.68118e+17
0.4195 7.49414e+17
0.42 6.82098e+18
0.42 6.82098e+18
0.4205 9.3473e+18
0.421 1.13428e+19
0.4215 1.29333e+19
0.422 1.43957e+19
0.4225 1.61054e+19
0.423 1.86284e+19
0.423 1.86284e+19
0.4235 2.39576e+18
0.424 1.94032e+18
0.4245 1.6239e+18
0.425 1.39639e+18
0.4255 1.22839e+18
0.426 1.10186e+18
0.4265 1.00524e+18
0.427 9.30951e+17
0.4275 8.73856e+17
0.428 8.30465e+17
0.4285 7.98391e+17
0.429 7.76038e+17
0.4295 7.62408e+17
0.43 6.91589e+18
0.43 6.91589e+18
0.4305 9.43392e+18
0.431 1.1394e+19
0.4315 1.29168e+19
0.432 1.42599e+19
0.4325 1.57562e+19
0.433 1.78779e+19
0.433 1.78779e+19
0.433503 2.12008e+18
0.434011 1.63681e+18
0.434524 1.31385e+18
0.435042 1.08865e+18
0.435566 9.26091e+17
